Model : vit_tiny - Learning Type: emnist/pruning/movement_pruning/0.97
Configuration:
model_type: cv
model_name: vit_tiny
model_task: emnist
num_classes: 47
criterion: CrossEntropyLoss()
embedding_dim: 192
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: movement_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_tiny/emnist/vit_tiny_emnist_movement_pruning_0.97_pruning.pt
finetuned_weights: /dbfs/research/vit_tiny/emnist/vit_tiny_emnist_baseline.pt

Epoch [1/5]: Avg Loss: 0.4660 | Avg Accuracy: 87.46 | Avg Perplexity: 0.000 |Model Sparsity: 0.4734
Recovery epoch [1/10]: Avg Loss: 0.2940 | Avg Accuracy: 88.04 | Model Sparsity: 0.4734
Recovery epoch [2/10]: Avg Loss: 0.2762 | Avg Accuracy: 88.65 | Model Sparsity: 0.4734
Recovery epoch [3/10]: Avg Loss: 0.2662 | Avg Accuracy: 88.76 | Model Sparsity: 0.4734
Recovery epoch [4/10]: Avg Loss: 0.2587 | Avg Accuracy: 88.83 | Model Sparsity: 0.4734
Recovery epoch [5/10]: Avg Loss: 0.2543 | Avg Accuracy: 88.35 | Model Sparsity: 0.4734
Recovery epoch [6/10]: Avg Loss: 0.2472 | Avg Accuracy: 89.06 | Model Sparsity: 0.4734
Recovery epoch [7/10]: Avg Loss: 0.2442 | Avg Accuracy: 89.10 | Model Sparsity: 0.4734
Recovery epoch [8/10]: Avg Loss: 0.2419 | Avg Accuracy: 89.39 | Model Sparsity: 0.4734
Recovery epoch [9/10]: Avg Loss: 0.2391 | Avg Accuracy: 89.05 | Model Sparsity: 0.4734
Recovery epoch [10/10]: Avg Loss: 0.2368 | Avg Accuracy: 88.91 | Model Sparsity: 0.4734
Epoch [2/5]: Avg Loss: 0.6586 | Avg Accuracy: 86.45 | Avg Perplexity: 0.000 |Model Sparsity: 0.7605
Recovery epoch [1/10]: Avg Loss: 0.3368 | Avg Accuracy: 86.57 | Model Sparsity: 0.7605
Recovery epoch [2/10]: Avg Loss: 0.3125 | Avg Accuracy: 87.93 | Model Sparsity: 0.7605
Recovery epoch [3/10]: Avg Loss: 0.3019 | Avg Accuracy: 88.14 | Model Sparsity: 0.7605
Recovery epoch [4/10]: Avg Loss: 0.2922 | Avg Accuracy: 88.45 | Model Sparsity: 0.7605
Recovery epoch [5/10]: Avg Loss: 0.2837 | Avg Accuracy: 87.87 | Model Sparsity: 0.7605
Recovery epoch [6/10]: Avg Loss: 0.2851 | Avg Accuracy: 88.46 | Model Sparsity: 0.7605
Recovery epoch [7/10]: Avg Loss: 0.2795 | Avg Accuracy: 87.36 | Model Sparsity: 0.7605
Recovery epoch [8/10]: Avg Loss: 0.2786 | Avg Accuracy: 87.49 | Model Sparsity: 0.7605
Recovery epoch [9/10]: Avg Loss: 0.2766 | Avg Accuracy: 88.00 | Model Sparsity: 0.7605
Recovery epoch [10/10]: Avg Loss: 0.2731 | Avg Accuracy: 87.93 | Model Sparsity: 0.7605
Epoch [3/5]: Avg Loss: 0.8450 | Avg Accuracy: 84.24 | Avg Perplexity: 0.000 |Model Sparsity: 0.9079
Recovery epoch [1/10]: Avg Loss: 0.3887 | Avg Accuracy: 85.95 | Model Sparsity: 0.9079
Recovery epoch [2/10]: Avg Loss: 0.3569 | Avg Accuracy: 85.52 | Model Sparsity: 0.9079
Recovery epoch [3/10]: Avg Loss: 0.3417 | Avg Accuracy: 86.26 | Model Sparsity: 0.9079
Recovery epoch [4/10]: Avg Loss: 0.3379 | Avg Accuracy: 86.65 | Model Sparsity: 0.9079
Recovery epoch [5/10]: Avg Loss: 0.3288 | Avg Accuracy: 86.83 | Model Sparsity: 0.9079
Recovery epoch [6/10]: Avg Loss: 0.3232 | Avg Accuracy: 87.14 | Model Sparsity: 0.9079
Recovery epoch [7/10]: Avg Loss: 0.3200 | Avg Accuracy: 87.35 | Model Sparsity: 0.9079
