Model : vit_small - Learning Type: svhn/pruning/magnitude_pruning/0.97
Configuration:
model_type: cv
model_name: vit_small
model_task: svhn
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 384
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_small/svhn/vit_small_svhn_magnitude_pruning_0.97_pruning.pt
finetuned_weights: /dbfs/research/vit_small/svhn/vit_small_svhn_baseline.pt

Epoch [1/5]: Avg Loss: 0.1313 | Avg Accuracy: 95.86 | Avg Perplexity: 0.000 |Model Sparsity: 0.4734
Recovery epoch [1/10]: Avg Loss: 0.0946 | Avg Accuracy: 95.66 | Model Sparsity: 0.4734
Recovery epoch [2/10]: Avg Loss: 0.0782 | Avg Accuracy: 95.89 | Model Sparsity: 0.4734
Recovery epoch [3/10]: Avg Loss: 0.0731 | Avg Accuracy: 95.44 | Model Sparsity: 0.4734
Recovery epoch [4/10]: Avg Loss: 0.0604 | Avg Accuracy: 95.75 | Model Sparsity: 0.4734
Recovery epoch [5/10]: Avg Loss: 0.0531 | Avg Accuracy: 95.56 | Model Sparsity: 0.4734
Recovery epoch [6/10]: Avg Loss: 0.0481 | Avg Accuracy: 95.72 | Model Sparsity: 0.4734
Recovery epoch [7/10]: Avg Loss: 0.0466 | Avg Accuracy: 95.89 | Model Sparsity: 0.4734
Recovery epoch [8/10]: Avg Loss: 0.0433 | Avg Accuracy: 95.71 | Model Sparsity: 0.4734
Recovery epoch [9/10]: Avg Loss: 0.0384 | Avg Accuracy: 95.82 | Model Sparsity: 0.4734
Recovery epoch [10/10]: Avg Loss: 0.0336 | Avg Accuracy: 95.89 | Model Sparsity: 0.4734
Epoch [2/5]: Avg Loss: 2.5281 | Avg Accuracy: 18.63 | Avg Perplexity: 0.000 |Model Sparsity: 0.7605
Recovery epoch [1/10]: Avg Loss: 2.2569 | Avg Accuracy: 18.63 | Model Sparsity: 0.7605
Recovery epoch [2/10]: Avg Loss: 2.2455 | Avg Accuracy: 16.58 | Model Sparsity: 0.7605
Recovery epoch [3/10]: Avg Loss: 2.2433 | Avg Accuracy: 18.61 | Model Sparsity: 0.7605
Recovery epoch [4/10]: Avg Loss: 2.2378 | Avg Accuracy: 18.63 | Model Sparsity: 0.7605
Recovery epoch [5/10]: Avg Loss: 2.2353 | Avg Accuracy: 18.67 | Model Sparsity: 0.7605
Recovery epoch [6/10]: Avg Loss: 2.2312 | Avg Accuracy: 19.08 | Model Sparsity: 0.7605
Recovery epoch [7/10]: Avg Loss: 2.2172 | Avg Accuracy: 22.83 | Model Sparsity: 0.7605
Recovery epoch [8/10]: Avg Loss: 2.1232 | Avg Accuracy: 28.86 | Model Sparsity: 0.7605
Recovery epoch [9/10]: Avg Loss: 1.6030 | Avg Accuracy: 67.96 | Model Sparsity: 0.7605
Recovery epoch [10/10]: Avg Loss: 0.5829 | Avg Accuracy: 87.22 | Model Sparsity: 0.7605
Epoch [3/5]: Avg Loss: 0.6970 | Avg Accuracy: 85.06 | Avg Perplexity: 0.000 |Model Sparsity: 0.9079
Recovery epoch [1/10]: Avg Loss: 0.4608 | Avg Accuracy: 86.31 | Model Sparsity: 0.9079
Recovery epoch [2/10]: Avg Loss: 0.4113 | Avg Accuracy: 88.26 | Model Sparsity: 0.9079
Recovery epoch [3/10]: Avg Loss: 0.3822 | Avg Accuracy: 88.27 | Model Sparsity: 0.9079
Recovery epoch [4/10]: Avg Loss: 0.3496 | Avg Accuracy: 89.10 | Model Sparsity: 0.9079
Recovery epoch [5/10]: Avg Loss: 0.3315 | Avg Accuracy: 90.50 | Model Sparsity: 0.9079
Recovery epoch [6/10]: Avg Loss: 0.3151 | Avg Accuracy: 90.32 | Model Sparsity: 0.9079
Recovery epoch [7/10]: Avg Loss: 0.3052 | Avg Accuracy: 90.48 | Model Sparsity: 0.9079
