Model : vgg19 - Learning Type: mnist/pruning/magnitude_pruning/0.97
Configuration:
model_type: cv
model_name: vgg19
model_task: mnist
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 4096
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 512
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vgg19/mnist/vgg19_mnist_magnitude_pruning_0.97_pruning.pt
finetuned_weights: /dbfs/research/vgg19/mnist/vgg19_mnist_baseline.pt

Epoch [1/5]: Avg Loss: 0.0011 | Avg Accuracy: 99.29 | Avg Perplexity: 0.000 |Model Sparsity: 0.4734
Recovery epoch [1/10]: Avg Loss: 0.0028 | Avg Accuracy: 99.46 | Model Sparsity: 0.4734
Recovery epoch [2/10]: Avg Loss: 0.0031 | Avg Accuracy: 99.36 | Model Sparsity: 0.4734
Recovery epoch [3/10]: Avg Loss: 0.0025 | Avg Accuracy: 99.37 | Model Sparsity: 0.4734
Recovery epoch [4/10]: Avg Loss: 0.0032 | Avg Accuracy: 99.29 | Model Sparsity: 0.4734
Recovery epoch [5/10]: Avg Loss: 0.0018 | Avg Accuracy: 99.38 | Model Sparsity: 0.4734
Recovery epoch [6/10]: Avg Loss: 0.0024 | Avg Accuracy: 99.35 | Model Sparsity: 0.4734
Recovery epoch [7/10]: Avg Loss: 0.0025 | Avg Accuracy: 99.33 | Model Sparsity: 0.4734
Recovery epoch [8/10]: Avg Loss: 0.0036 | Avg Accuracy: 99.22 | Model Sparsity: 0.4734
Recovery epoch [9/10]: Avg Loss: 0.0020 | Avg Accuracy: 99.39 | Model Sparsity: 0.4734
Recovery epoch [10/10]: Avg Loss: 0.0013 | Avg Accuracy: 99.25 | Model Sparsity: 0.4734
Epoch [2/5]: Avg Loss: 0.0038 | Avg Accuracy: 99.40 | Avg Perplexity: 0.000 |Model Sparsity: 0.7605
Recovery epoch [1/10]: Avg Loss: 0.0030 | Avg Accuracy: 99.37 | Model Sparsity: 0.7605
Recovery epoch [2/10]: Avg Loss: 0.0022 | Avg Accuracy: 99.31 | Model Sparsity: 0.7605
Recovery epoch [3/10]: Avg Loss: 0.0017 | Avg Accuracy: 99.43 | Model Sparsity: 0.7605
Recovery epoch [4/10]: Avg Loss: 0.0026 | Avg Accuracy: 99.45 | Model Sparsity: 0.7605
Recovery epoch [5/10]: Avg Loss: 0.0025 | Avg Accuracy: 99.46 | Model Sparsity: 0.7605
Recovery epoch [6/10]: Avg Loss: 0.0035 | Avg Accuracy: 99.46 | Model Sparsity: 0.7605
Recovery epoch [7/10]: Avg Loss: 0.0023 | Avg Accuracy: 99.48 | Model Sparsity: 0.7605
Recovery epoch [8/10]: Avg Loss: 0.0018 | Avg Accuracy: 99.45 | Model Sparsity: 0.7605
Recovery epoch [9/10]: Avg Loss: 0.0019 | Avg Accuracy: 99.44 | Model Sparsity: 0.7605
Recovery epoch [10/10]: Avg Loss: 0.0017 | Avg Accuracy: 99.44 | Model Sparsity: 0.7605
Epoch [3/5]: Avg Loss: 0.0362 | Avg Accuracy: 99.36 | Avg Perplexity: 0.000 |Model Sparsity: 0.9079
Recovery epoch [1/10]: Avg Loss: 0.0066 | Avg Accuracy: 99.38 | Model Sparsity: 0.9079
Recovery epoch [2/10]: Avg Loss: 0.0057 | Avg Accuracy: 99.40 | Model Sparsity: 0.9079
Recovery epoch [3/10]: Avg Loss: 0.0047 | Avg Accuracy: 99.48 | Model Sparsity: 0.9079
Recovery epoch [4/10]: Avg Loss: 0.0057 | Avg Accuracy: 99.25 | Model Sparsity: 0.9079
Recovery epoch [5/10]: Avg Loss: 0.0038 | Avg Accuracy: 99.35 | Model Sparsity: 0.9079
Recovery epoch [6/10]: Avg Loss: 0.0045 | Avg Accuracy: 99.44 | Model Sparsity: 0.9079
Recovery epoch [7/10]: Avg Loss: 0.0050 | Avg Accuracy: 99.36 | Model Sparsity: 0.9079
Recovery epoch [8/10]: Avg Loss: 0.0040 | Avg Accuracy: 99.35 | Model Sparsity: 0.9079
Recovery epoch [9/10]: Avg Loss: 0.0049 | Avg Accuracy: 99.52 | Model Sparsity: 0.9079
Recovery epoch [10/10]: Avg Loss: 0.0036 | Avg Accuracy: 99.43 | Model Sparsity: 0.9079
Epoch [4/5]: Avg Loss: 0.1669 | Avg Accuracy: 99.14 | Avg Perplexity: 0.000 |Model Sparsity: 0.9622
Recovery epoch [1/10]: Avg Loss: 0.0198 | Avg Accuracy: 99.21 | Model Sparsity: 0.9622
Recovery epoch [2/10]: Avg Loss: 0.0164 | Avg Accuracy: 99.30 | Model Sparsity: 0.9622
Recovery epoch [3/10]: Avg Loss: 0.0144 | Avg Accuracy: 99.35 | Model Sparsity: 0.9622
Recovery epoch [4/10]: Avg Loss: 0.0139 | Avg Accuracy: 99.28 | Model Sparsity: 0.9622
Recovery epoch [5/10]: Avg Loss: 0.0122 | Avg Accuracy: 98.90 | Model Sparsity: 0.9622
Recovery epoch [6/10]: Avg Loss: 0.0109 | Avg Accuracy: 99.40 | Model Sparsity: 0.9622
Recovery epoch [7/10]: Avg Loss: 0.0109 | Avg Accuracy: 99.24 | Model Sparsity: 0.9622
Recovery epoch [8/10]: Avg Loss: 0.0093 | Avg Accuracy: 99.29 | Model Sparsity: 0.9622
Recovery epoch [9/10]: Avg Loss: 0.0112 | Avg Accuracy: 99.41 | Model Sparsity: 0.9622
