Model : vit_tiny - Learning Type: cifar10/pruning3/magnitude_pruning/0.95
Configuration:
model_type: cv
model_name: vit_tiny
model_task: cifar10
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 192
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.0001
learning_type: pruning3
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_tiny/cifar10/vit_tiny_cifar10_magnitude_pruning_0.95_pruning3.pt
finetuned_weights: /dbfs/research/vit_tiny/cifar10/vit_tiny_cifar10_baseline.pt

Epoch [1/5]: Avg Loss: 0.7052 | Avg Accuracy: 83.57 | Avg Perplexity: 0.000 |Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 0.4484 | Avg Accuracy: 86.77 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 0.3714 | Avg Accuracy: 88.52 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 0.3310 | Avg Accuracy: 89.32 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 0.2971 | Avg Accuracy: 90.53 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 0.2724 | Avg Accuracy: 90.38 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 0.2568 | Avg Accuracy: 91.23 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 0.2408 | Avg Accuracy: 91.54 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 0.2270 | Avg Accuracy: 91.78 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 0.2141 | Avg Accuracy: 91.85 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 0.2062 | Avg Accuracy: 92.16 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 1.8462 | Avg Accuracy: 44.64 | Avg Perplexity: 0.000 |Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 1.4287 | Avg Accuracy: 51.98 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 1.3040 | Avg Accuracy: 54.49 | Model Sparsity: 0.7448
Recovery epoch [3/10]: Avg Loss: 1.2258 | Avg Accuracy: 56.37 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 1.1578 | Avg Accuracy: 59.43 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 1.1143 | Avg Accuracy: 60.82 | Model Sparsity: 0.7448
Recovery epoch [6/10]: Avg Loss: 1.0711 | Avg Accuracy: 62.78 | Model Sparsity: 0.7448
Recovery epoch [7/10]: Avg Loss: 1.0334 | Avg Accuracy: 64.06 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 1.0038 | Avg Accuracy: 64.99 | Model Sparsity: 0.7448
Recovery epoch [9/10]: Avg Loss: 0.9741 | Avg Accuracy: 65.69 | Model Sparsity: 0.7448
Recovery epoch [10/10]: Avg Loss: 0.9506 | Avg Accuracy: 66.51 | Model Sparsity: 0.7448
Epoch [3/5]: Avg Loss: 1.9754 | Avg Accuracy: 33.07 | Avg Perplexity: 0.000 |Model Sparsity: 0.8892
Recovery epoch [1/10]: Avg Loss: 1.7612 | Avg Accuracy: 38.77 | Model Sparsity: 0.8892
Recovery epoch [2/10]: Avg Loss: 1.6686 | Avg Accuracy: 41.58 | Model Sparsity: 0.8892
Recovery epoch [3/10]: Avg Loss: 1.5978 | Avg Accuracy: 44.34 | Model Sparsity: 0.8892
Recovery epoch [4/10]: Avg Loss: 1.5395 | Avg Accuracy: 45.68 | Model Sparsity: 0.8892
Recovery epoch [5/10]: Avg Loss: 1.4911 | Avg Accuracy: 47.18 | Model Sparsity: 0.8892
Recovery epoch [6/10]: Avg Loss: 1.4498 | Avg Accuracy: 49.00 | Model Sparsity: 0.8892
Recovery epoch [7/10]: Avg Loss: 1.4163 | Avg Accuracy: 50.28 | Model Sparsity: 0.8892
Recovery epoch [8/10]: Avg Loss: 1.3863 | Avg Accuracy: 50.32 | Model Sparsity: 0.8892
Recovery epoch [9/10]: Avg Loss: 1.3589 | Avg Accuracy: 52.24 | Model Sparsity: 0.8892
Recovery epoch [10/10]: Avg Loss: 1.3348 | Avg Accuracy: 51.43 | Model Sparsity: 0.8892
Epoch [4/5]: Avg Loss: 2.0484 | Avg Accuracy: 34.29 | Avg Perplexity: 0.000 |Model Sparsity: 0.9424
Recovery epoch [1/10]: Avg Loss: 1.7550 | Avg Accuracy: 38.34 | Model Sparsity: 0.9424
Recovery epoch [2/10]: Avg Loss: 1.6995 | Avg Accuracy: 39.95 | Model Sparsity: 0.9424
Recovery epoch [3/10]: Avg Loss: 1.6595 | Avg Accuracy: 41.54 | Model Sparsity: 0.9424
Recovery epoch [4/10]: Avg Loss: 1.6219 | Avg Accuracy: 42.74 | Model Sparsity: 0.9424
Recovery epoch [5/10]: Avg Loss: 1.5929 | Avg Accuracy: 43.57 | Model Sparsity: 0.9424
Recovery epoch [6/10]: Avg Loss: 1.5693 | Avg Accuracy: 44.29 | Model Sparsity: 0.9424
Recovery epoch [7/10]: Avg Loss: 1.5430 | Avg Accuracy: 45.31 | Model Sparsity: 0.9424
Recovery epoch [8/10]: Avg Loss: 1.5227 | Avg Accuracy: 45.35 | Model Sparsity: 0.9424
Recovery epoch [9/10]: Avg Loss: 1.5010 | Avg Accuracy: 45.86 | Model Sparsity: 0.9424
Recovery epoch [10/10]: Avg Loss: 1.4850 | Avg Accuracy: 47.16 | Model Sparsity: 0.9424
Epoch [5/5]: Avg Loss: 1.5298 | Avg Accuracy: 46.89 | Avg Perplexity: 0.000 |Model Sparsity: 0.95
Recovery epoch [1/10]: Avg Loss: 1.4544 | Avg Accuracy: 48.46 | Model Sparsity: 0.95
Recovery epoch [2/10]: Avg Loss: 1.4344 | Avg Accuracy: 49.00 | Model Sparsity: 0.95
Recovery epoch [3/10]: Avg Loss: 1.4203 | Avg Accuracy: 48.41 | Model Sparsity: 0.95
Recovery epoch [4/10]: Avg Loss: 1.4093 | Avg Accuracy: 48.80 | Model Sparsity: 0.95
Recovery epoch [5/10]: Avg Loss: 1.3996 | Avg Accuracy: 49.31 | Model Sparsity: 0.95
Recovery epoch [6/10]: Avg Loss: 1.3889 | Avg Accuracy: 49.73 | Model Sparsity: 0.95
Recovery epoch [7/10]: Avg Loss: 1.3781 | Avg Accuracy: 50.42 | Model Sparsity: 0.95
Recovery epoch [8/10]: Avg Loss: 1.3680 | Avg Accuracy: 50.62 | Model Sparsity: 0.95
Recovery epoch [9/10]: Avg Loss: 1.3605 | Avg Accuracy: 51.31 | Model Sparsity: 0.95
Recovery epoch [10/10]: Avg Loss: 1.3509 | Avg Accuracy: 51.16 | Model Sparsity: 0.95
