Model : vgg19 - Learning Type: cifar100/pruning/movement_pruning/0.97
Configuration:
model_type: cv
model_name: vgg19
model_task: cifar100
num_classes: 100
criterion: CrossEntropyLoss()
embedding_dim: 4096
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 512
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: movement_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vgg19/cifar100/vgg19_cifar100_movement_pruning_0.97_pruning.pt
finetuned_weights: /dbfs/research/vgg19/cifar100/vgg19_cifar100_baseline.pt

Epoch [1/5]: Avg Loss: 0.1815 | Avg Accuracy: 63.84 | Avg Perplexity: 0.000 |Model Sparsity: 0.4734
Recovery epoch [1/10]: Avg Loss: 0.2437 | Avg Accuracy: 64.56 | Model Sparsity: 0.4734
Recovery epoch [2/10]: Avg Loss: 0.2164 | Avg Accuracy: 64.55 | Model Sparsity: 0.4734
Recovery epoch [3/10]: Avg Loss: 0.2120 | Avg Accuracy: 64.58 | Model Sparsity: 0.4734
Recovery epoch [4/10]: Avg Loss: 0.2147 | Avg Accuracy: 64.47 | Model Sparsity: 0.4734
Recovery epoch [5/10]: Avg Loss: 0.1891 | Avg Accuracy: 65.53 | Model Sparsity: 0.4734
Recovery epoch [6/10]: Avg Loss: 0.1884 | Avg Accuracy: 65.61 | Model Sparsity: 0.4734
Recovery epoch [7/10]: Avg Loss: 0.1756 | Avg Accuracy: 64.84 | Model Sparsity: 0.4734
Recovery epoch [8/10]: Avg Loss: 0.1834 | Avg Accuracy: 63.80 | Model Sparsity: 0.4734
Recovery epoch [9/10]: Avg Loss: 0.1845 | Avg Accuracy: 65.40 | Model Sparsity: 0.4734
Recovery epoch [10/10]: Avg Loss: 0.1781 | Avg Accuracy: 65.83 | Model Sparsity: 0.4734
Epoch [2/5]: Avg Loss: 0.1964 | Avg Accuracy: 65.19 | Avg Perplexity: 0.000 |Model Sparsity: 0.7605
Recovery epoch [1/10]: Avg Loss: 0.1866 | Avg Accuracy: 65.88 | Model Sparsity: 0.7605
Recovery epoch [2/10]: Avg Loss: 0.1690 | Avg Accuracy: 65.68 | Model Sparsity: 0.7605
Recovery epoch [3/10]: Avg Loss: 0.1636 | Avg Accuracy: 65.40 | Model Sparsity: 0.7605
Recovery epoch [4/10]: Avg Loss: 0.1478 | Avg Accuracy: 64.66 | Model Sparsity: 0.7605
Recovery epoch [5/10]: Avg Loss: 0.1356 | Avg Accuracy: 65.75 | Model Sparsity: 0.7605
Recovery epoch [6/10]: Avg Loss: 0.1344 | Avg Accuracy: 65.93 | Model Sparsity: 0.7605
Recovery epoch [7/10]: Avg Loss: 0.1521 | Avg Accuracy: 66.27 | Model Sparsity: 0.7605
Recovery epoch [8/10]: Avg Loss: 0.1371 | Avg Accuracy: 66.18 | Model Sparsity: 0.7605
Recovery epoch [9/10]: Avg Loss: 0.1404 | Avg Accuracy: 66.95 | Model Sparsity: 0.7605
Recovery epoch [10/10]: Avg Loss: 0.1207 | Avg Accuracy: 65.14 | Model Sparsity: 0.7605
Epoch [3/5]: Avg Loss: 0.8211 | Avg Accuracy: 64.23 | Avg Perplexity: 0.000 |Model Sparsity: 0.9079
Recovery epoch [1/10]: Avg Loss: 0.3881 | Avg Accuracy: 65.90 | Model Sparsity: 0.9079
Recovery epoch [2/10]: Avg Loss: 0.3184 | Avg Accuracy: 66.42 | Model Sparsity: 0.9079
Recovery epoch [3/10]: Avg Loss: 0.2744 | Avg Accuracy: 65.79 | Model Sparsity: 0.9079
Recovery epoch [4/10]: Avg Loss: 0.2588 | Avg Accuracy: 64.24 | Model Sparsity: 0.9079
Recovery epoch [5/10]: Avg Loss: 0.2268 | Avg Accuracy: 66.20 | Model Sparsity: 0.9079
Recovery epoch [6/10]: Avg Loss: 0.2024 | Avg Accuracy: 66.18 | Model Sparsity: 0.9079
Recovery epoch [7/10]: Avg Loss: 0.1982 | Avg Accuracy: 64.54 | Model Sparsity: 0.9079
Recovery epoch [8/10]: Avg Loss: 0.1933 | Avg Accuracy: 66.34 | Model Sparsity: 0.9079
Recovery epoch [9/10]: Avg Loss: 0.1568 | Avg Accuracy: 65.74 | Model Sparsity: 0.9079
Recovery epoch [10/10]: Avg Loss: 0.1644 | Avg Accuracy: 65.11 | Model Sparsity: 0.9079
Epoch [4/5]: Avg Loss: 1.2941 | Avg Accuracy: 62.78 | Avg Perplexity: 0.000 |Model Sparsity: 0.9622
Recovery epoch [1/10]: Avg Loss: 0.8095 | Avg Accuracy: 63.64 | Model Sparsity: 0.9622
Recovery epoch [2/10]: Avg Loss: 0.6455 | Avg Accuracy: 64.40 | Model Sparsity: 0.9622
Recovery epoch [3/10]: Avg Loss: 0.5516 | Avg Accuracy: 63.38 | Model Sparsity: 0.9622
