Model : vgg19 - Learning Type: cifar10/pruning/magnitude_pruning/0.99
Configuration:
model_type: cv
model_name: vgg19
model_task: cifar10
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 4096
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 512
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vgg19/cifar10/vgg19_cifar10_magnitude_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/vgg19/cifar10/vgg19_cifar10_baseline.pt

Epoch [1/5]: Avg Loss: 0.1048 | Avg Accuracy: 97.43 | Avg Perplexity: 0.000 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 0.0782 | Avg Accuracy: 97.46 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 0.0708 | Avg Accuracy: 97.60 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 0.0641 | Avg Accuracy: 97.54 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 0.0597 | Avg Accuracy: 97.68 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 0.0595 | Avg Accuracy: 97.28 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 0.0572 | Avg Accuracy: 96.75 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 0.0577 | Avg Accuracy: 97.07 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 0.0540 | Avg Accuracy: 96.58 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 0.0437 | Avg Accuracy: 96.64 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 0.0455 | Avg Accuracy: 97.08 | Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 0.0397 | Avg Accuracy: 97.52 | Avg Perplexity: 0.000 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 0.0274 | Avg Accuracy: 97.29 | Model Sparsity: 0.7762
Recovery epoch [2/10]: Avg Loss: 0.0224 | Avg Accuracy: 96.76 | Model Sparsity: 0.7762
Recovery epoch [3/10]: Avg Loss: 0.0273 | Avg Accuracy: 97.04 | Model Sparsity: 0.7762
Recovery epoch [4/10]: Avg Loss: 0.0247 | Avg Accuracy: 95.91 | Model Sparsity: 0.7762
Recovery epoch [5/10]: Avg Loss: 0.0290 | Avg Accuracy: 97.25 | Model Sparsity: 0.7762
Recovery epoch [6/10]: Avg Loss: 0.0202 | Avg Accuracy: 96.85 | Model Sparsity: 0.7762
Recovery epoch [7/10]: Avg Loss: 0.0198 | Avg Accuracy: 97.20 | Model Sparsity: 0.7762
Recovery epoch [8/10]: Avg Loss: 0.0224 | Avg Accuracy: 96.72 | Model Sparsity: 0.7762
Recovery epoch [9/10]: Avg Loss: 0.0288 | Avg Accuracy: 96.47 | Model Sparsity: 0.7762
Recovery epoch [10/10]: Avg Loss: 0.0262 | Avg Accuracy: 96.86 | Model Sparsity: 0.7762
Epoch [3/5]: Avg Loss: 0.2426 | Avg Accuracy: 94.88 | Avg Perplexity: 0.000 |Model Sparsity: 0.9266
Recovery epoch [1/10]: Avg Loss: 0.0669 | Avg Accuracy: 95.88 | Model Sparsity: 0.9266
Recovery epoch [2/10]: Avg Loss: 0.0471 | Avg Accuracy: 95.54 | Model Sparsity: 0.9266
Recovery epoch [3/10]: Avg Loss: 0.0367 | Avg Accuracy: 94.81 | Model Sparsity: 0.9266
Recovery epoch [4/10]: Avg Loss: 0.0360 | Avg Accuracy: 96.04 | Model Sparsity: 0.9266
Recovery epoch [5/10]: Avg Loss: 0.0302 | Avg Accuracy: 96.04 | Model Sparsity: 0.9266
Recovery epoch [6/10]: Avg Loss: 0.0322 | Avg Accuracy: 95.44 | Model Sparsity: 0.9266
Recovery epoch [7/10]: Avg Loss: 0.0274 | Avg Accuracy: 96.18 | Model Sparsity: 0.9266
Recovery epoch [8/10]: Avg Loss: 0.0285 | Avg Accuracy: 95.56 | Model Sparsity: 0.9266
Recovery epoch [9/10]: Avg Loss: 0.0280 | Avg Accuracy: 95.86 | Model Sparsity: 0.9266
Recovery epoch [10/10]: Avg Loss: 0.0213 | Avg Accuracy: 96.19 | Model Sparsity: 0.9266
Epoch [4/5]: Avg Loss: 1.1136 | Avg Accuracy: 81.88 | Avg Perplexity: 0.000 |Model Sparsity: 0.9821
Recovery epoch [1/10]: Avg Loss: 0.4065 | Avg Accuracy: 88.35 | Model Sparsity: 0.9821
Recovery epoch [2/10]: Avg Loss: 0.3104 | Avg Accuracy: 89.58 | Model Sparsity: 0.9821
Recovery epoch [3/10]: Avg Loss: 0.2485 | Avg Accuracy: 91.04 | Model Sparsity: 0.9821
Recovery epoch [4/10]: Avg Loss: 0.2144 | Avg Accuracy: 91.39 | Model Sparsity: 0.9821
Recovery epoch [5/10]: Avg Loss: 0.1872 | Avg Accuracy: 91.46 | Model Sparsity: 0.9821
Recovery epoch [6/10]: Avg Loss: 0.1779 | Avg Accuracy: 91.63 | Model Sparsity: 0.9821
