Model : vit_tiny - Learning Type: cifar100/pruning/movement_pruning/0.97
Configuration:
model_type: cv
model_name: vit_tiny
model_task: cifar100
num_classes: 100
criterion: CrossEntropyLoss()
embedding_dim: 192
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: movement_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_tiny/cifar100/vit_tiny_cifar100_movement_pruning_0.97_pruning.pt
finetuned_weights: /dbfs/research/vit_tiny/cifar100/vit_tiny_cifar100_baseline.pt

Epoch [1/5]: Avg Loss: 1.1656 | Avg Accuracy: 67.86 | Avg Perplexity: 0.000 |Model Sparsity: 0.4734
Recovery epoch [1/10]: Avg Loss: 0.7042 | Avg Accuracy: 73.61 | Model Sparsity: 0.4734
Recovery epoch [2/10]: Avg Loss: 0.5563 | Avg Accuracy: 74.49 | Model Sparsity: 0.4734
Recovery epoch [3/10]: Avg Loss: 0.4588 | Avg Accuracy: 74.60 | Model Sparsity: 0.4734
Recovery epoch [4/10]: Avg Loss: 0.3906 | Avg Accuracy: 74.85 | Model Sparsity: 0.4734
Recovery epoch [5/10]: Avg Loss: 0.3282 | Avg Accuracy: 75.57 | Model Sparsity: 0.4734
Recovery epoch [6/10]: Avg Loss: 0.2773 | Avg Accuracy: 75.42 | Model Sparsity: 0.4734
Recovery epoch [7/10]: Avg Loss: 0.2364 | Avg Accuracy: 75.58 | Model Sparsity: 0.4734
Recovery epoch [8/10]: Avg Loss: 0.1902 | Avg Accuracy: 75.20 | Model Sparsity: 0.4734
Recovery epoch [9/10]: Avg Loss: 0.1824 | Avg Accuracy: 76.31 | Model Sparsity: 0.4734
Recovery epoch [10/10]: Avg Loss: 0.1451 | Avg Accuracy: 75.51 | Model Sparsity: 0.4734
Epoch [2/5]: Avg Loss: 2.6833 | Avg Accuracy: 55.59 | Avg Perplexity: 0.000 |Model Sparsity: 0.7605
Recovery epoch [1/10]: Avg Loss: 1.3040 | Avg Accuracy: 61.97 | Model Sparsity: 0.7605
Recovery epoch [2/10]: Avg Loss: 1.0468 | Avg Accuracy: 64.21 | Model Sparsity: 0.7605
Recovery epoch [3/10]: Avg Loss: 0.9030 | Avg Accuracy: 65.58 | Model Sparsity: 0.7605
Recovery epoch [4/10]: Avg Loss: 0.7909 | Avg Accuracy: 67.15 | Model Sparsity: 0.7605
Recovery epoch [5/10]: Avg Loss: 0.7001 | Avg Accuracy: 67.36 | Model Sparsity: 0.7605
Recovery epoch [6/10]: Avg Loss: 0.6374 | Avg Accuracy: 67.59 | Model Sparsity: 0.7605
Recovery epoch [7/10]: Avg Loss: 0.5790 | Avg Accuracy: 67.40 | Model Sparsity: 0.7605
Recovery epoch [8/10]: Avg Loss: 0.5248 | Avg Accuracy: 68.64 | Model Sparsity: 0.7605
Recovery epoch [9/10]: Avg Loss: 0.4891 | Avg Accuracy: 68.06 | Model Sparsity: 0.7605
Recovery epoch [10/10]: Avg Loss: 0.4446 | Avg Accuracy: 68.76 | Model Sparsity: 0.7605
Epoch [3/5]: Avg Loss: 3.2803 | Avg Accuracy: 38.11 | Avg Perplexity: 0.000 |Model Sparsity: 0.9079
Recovery epoch [1/10]: Avg Loss: 1.8629 | Avg Accuracy: 50.07 | Model Sparsity: 0.9079
