Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/movement_pruning/0.99
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: movement_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_movement_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 3.6916 | Avg Accuracy: 46.935 | Avg Perplexity: 28.233 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 3.1259 | Avg Accuracy: 48.302 | Avg Perplexity: 24.635 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 2.9889 | Avg Accuracy: 49.796 | Avg Perplexity: 21.976 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 2.8966 | Avg Accuracy: 50.638 | Avg Perplexity: 20.183 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 2.8305 | Avg Accuracy: 50.760 | Avg Perplexity: 20.463 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 2.7678 | Avg Accuracy: 51.699 | Avg Perplexity: 18.775 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 2.7153 | Avg Accuracy: 51.740 | Avg Perplexity: 18.768 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 2.6762 | Avg Accuracy: 51.964 | Avg Perplexity: 18.011 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 2.6293 | Avg Accuracy: 52.176 | Avg Perplexity: 17.631 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 2.5894 | Avg Accuracy: 52.337 | Avg Perplexity: 17.381 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 2.5630 | Avg Accuracy: 52.972 | Avg Perplexity: 16.767 | Model Sparsity: 0.4831
