Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/movement_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: movement_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_movement_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 3.5349 | Avg Accuracy: 47.516 | Avg Perplexity: 26.036 |Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 3.0441 | Avg Accuracy: 49.228 | Avg Perplexity: 23.059 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 2.9289 | Avg Accuracy: 50.631 | Avg Perplexity: 20.649 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 2.8442 | Avg Accuracy: 51.281 | Avg Perplexity: 19.716 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 2.7779 | Avg Accuracy: 51.338 | Avg Perplexity: 18.806 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 2.7131 | Avg Accuracy: 51.825 | Avg Perplexity: 18.961 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 2.6643 | Avg Accuracy: 51.607 | Avg Perplexity: 18.221 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 2.6204 | Avg Accuracy: 52.850 | Avg Perplexity: 17.359 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 2.5897 | Avg Accuracy: 52.464 | Avg Perplexity: 17.579 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 2.5531 | Avg Accuracy: 53.004 | Avg Perplexity: 16.427 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 2.5114 | Avg Accuracy: 53.628 | Avg Perplexity: 15.763 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 4.7625 | Avg Accuracy: 35.960 | Avg Perplexity: 66.266 |Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 3.9361 | Avg Accuracy: 39.259 | Avg Perplexity: 49.801 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 3.6858 | Avg Accuracy: 40.967 | Avg Perplexity: 41.652 | Model Sparsity: 0.7448
Recovery epoch [3/10]: Avg Loss: 3.5373 | Avg Accuracy: 42.140 | Avg Perplexity: 38.243 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 3.4105 | Avg Accuracy: 43.054 | Avg Perplexity: 35.900 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 3.3322 | Avg Accuracy: 43.947 | Avg Perplexity: 32.705 | Model Sparsity: 0.7448
Recovery epoch [6/10]: Avg Loss: 3.2508 | Avg Accuracy: 44.211 | Avg Perplexity: 32.357 | Model Sparsity: 0.7448
Recovery epoch [7/10]: Avg Loss: 3.1777 | Avg Accuracy: 45.590 | Avg Perplexity: 29.423 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 3.1229 | Avg Accuracy: 45.541 | Avg Perplexity: 28.667 | Model Sparsity: 0.7448
Recovery epoch [9/10]: Avg Loss: 3.0783 | Avg Accuracy: 46.237 | Avg Perplexity: 27.288 | Model Sparsity: 0.7448
Recovery epoch [10/10]: Avg Loss: 3.0316 | Avg Accuracy: 46.369 | Avg Perplexity: 26.917 | Model Sparsity: 0.7448
Epoch [3/5]: Avg Loss: 6.2009 | Avg Accuracy: 24.790 | Avg Perplexity: 230.950 |Model Sparsity: 0.8892
Recovery epoch [1/10]: Avg Loss: 5.0842 | Avg Accuracy: 30.034 | Avg Perplexity: 123.606 | Model Sparsity: 0.8892
Recovery epoch [2/10]: Avg Loss: 4.6183 | Avg Accuracy: 31.743 | Avg Perplexity: 96.570 | Model Sparsity: 0.8892
Recovery epoch [3/10]: Avg Loss: 4.3766 | Avg Accuracy: 32.845 | Avg Perplexity: 87.226 | Model Sparsity: 0.8892
Recovery epoch [4/10]: Avg Loss: 4.2097 | Avg Accuracy: 34.294 | Avg Perplexity: 78.605 | Model Sparsity: 0.8892
Recovery epoch [5/10]: Avg Loss: 4.0802 | Avg Accuracy: 35.153 | Avg Perplexity: 70.116 | Model Sparsity: 0.8892
Recovery epoch [6/10]: Avg Loss: 3.9831 | Avg Accuracy: 35.926 | Avg Perplexity: 64.608 | Model Sparsity: 0.8892
Recovery epoch [7/10]: Avg Loss: 3.9010 | Avg Accuracy: 36.570 | Avg Perplexity: 62.231 | Model Sparsity: 0.8892
Recovery epoch [8/10]: Avg Loss: 3.8225 | Avg Accuracy: 37.341 | Avg Perplexity: 57.352 | Model Sparsity: 0.8892
Recovery epoch [9/10]: Avg Loss: 3.7671 | Avg Accuracy: 37.925 | Avg Perplexity: 55.985 | Model Sparsity: 0.8892
Recovery epoch [10/10]: Avg Loss: 3.7060 | Avg Accuracy: 37.778 | Avg Perplexity: 55.495 | Model Sparsity: 0.8892
Epoch [4/5]: Avg Loss: 5.8907 | Avg Accuracy: 26.645 | Avg Perplexity: 193.711 |Model Sparsity: 0.9424
Recovery epoch [1/10]: Avg Loss: 4.9960 | Avg Accuracy: 29.677 | Avg Perplexity: 129.728 | Model Sparsity: 0.9424
Recovery epoch [2/10]: Avg Loss: 4.6444 | Avg Accuracy: 31.415 | Avg Perplexity: 111.609 | Model Sparsity: 0.9424
Recovery epoch [3/10]: Avg Loss: 4.4580 | Avg Accuracy: 32.169 | Avg Perplexity: 97.615 | Model Sparsity: 0.9424
Recovery epoch [4/10]: Avg Loss: 4.3402 | Avg Accuracy: 32.487 | Avg Perplexity: 94.043 | Model Sparsity: 0.9424
Recovery epoch [5/10]: Avg Loss: 4.2614 | Avg Accuracy: 33.076 | Avg Perplexity: 87.493 | Model Sparsity: 0.9424
Recovery epoch [6/10]: Avg Loss: 4.1820 | Avg Accuracy: 34.132 | Avg Perplexity: 81.087 | Model Sparsity: 0.9424
Recovery epoch [7/10]: Avg Loss: 4.1073 | Avg Accuracy: 34.130 | Avg Perplexity: 80.379 | Model Sparsity: 0.9424
Recovery epoch [8/10]: Avg Loss: 4.0617 | Avg Accuracy: 34.814 | Avg Perplexity: 74.512 | Model Sparsity: 0.9424
Recovery epoch [9/10]: Avg Loss: 4.0115 | Avg Accuracy: 34.933 | Avg Perplexity: 74.326 | Model Sparsity: 0.9424
