Model : vit_small - Learning Type: emnist/pruning/magnitude_pruning/0.97
Configuration:
model_type: cv
model_name: vit_small
model_task: emnist
num_classes: 47
criterion: CrossEntropyLoss()
embedding_dim: 384
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_small/emnist/vit_small_emnist_magnitude_pruning_0.97_pruning.pt
finetuned_weights: /dbfs/research/vit_small/emnist/vit_small_emnist_baseline.pt

Epoch [1/5]: Avg Loss: 0.2546 | Avg Accuracy: 89.61 | Avg Perplexity: 0.000 |Model Sparsity: 0.4734
Recovery epoch [1/10]: Avg Loss: 0.2268 | Avg Accuracy: 89.34 | Model Sparsity: 0.4734
Recovery epoch [2/10]: Avg Loss: 0.2150 | Avg Accuracy: 89.06 | Model Sparsity: 0.4734
Recovery epoch [3/10]: Avg Loss: 0.2038 | Avg Accuracy: 89.36 | Model Sparsity: 0.4734
Recovery epoch [4/10]: Avg Loss: 0.1988 | Avg Accuracy: 89.67 | Model Sparsity: 0.4734
Recovery epoch [5/10]: Avg Loss: 0.1965 | Avg Accuracy: 89.23 | Model Sparsity: 0.4734
Recovery epoch [6/10]: Avg Loss: 0.1908 | Avg Accuracy: 89.24 | Model Sparsity: 0.4734
Recovery epoch [7/10]: Avg Loss: 0.1877 | Avg Accuracy: 89.41 | Model Sparsity: 0.4734
Recovery epoch [8/10]: Avg Loss: 0.1835 | Avg Accuracy: 89.28 | Model Sparsity: 0.4734
Recovery epoch [9/10]: Avg Loss: 0.1838 | Avg Accuracy: 89.59 | Model Sparsity: 0.4734
Recovery epoch [10/10]: Avg Loss: 0.1817 | Avg Accuracy: 89.54 | Model Sparsity: 0.4734
Epoch [2/5]: Avg Loss: 2.4859 | Avg Accuracy: 81.42 | Avg Perplexity: 0.000 |Model Sparsity: 0.7605
Recovery epoch [1/10]: Avg Loss: 0.3918 | Avg Accuracy: 86.20 | Model Sparsity: 0.7605
Recovery epoch [2/10]: Avg Loss: 0.3210 | Avg Accuracy: 88.07 | Model Sparsity: 0.7605
Recovery epoch [3/10]: Avg Loss: 0.2967 | Avg Accuracy: 88.41 | Model Sparsity: 0.7605
Recovery epoch [4/10]: Avg Loss: 0.2835 | Avg Accuracy: 87.97 | Model Sparsity: 0.7605
Recovery epoch [5/10]: Avg Loss: 0.2719 | Avg Accuracy: 88.25 | Model Sparsity: 0.7605
Recovery epoch [6/10]: Avg Loss: 0.2679 | Avg Accuracy: 88.46 | Model Sparsity: 0.7605
Recovery epoch [7/10]: Avg Loss: 0.2621 | Avg Accuracy: 88.41 | Model Sparsity: 0.7605
Recovery epoch [8/10]: Avg Loss: 0.2564 | Avg Accuracy: 88.27 | Model Sparsity: 0.7605
Recovery epoch [9/10]: Avg Loss: 0.2538 | Avg Accuracy: 88.87 | Model Sparsity: 0.7605
Recovery epoch [10/10]: Avg Loss: 0.2489 | Avg Accuracy: 89.05 | Model Sparsity: 0.7605
Epoch [3/5]: Avg Loss: 1.0823 | Avg Accuracy: 85.91 | Avg Perplexity: 0.000 |Model Sparsity: 0.9079
Recovery epoch [1/10]: Avg Loss: 0.3495 | Avg Accuracy: 86.46 | Model Sparsity: 0.9079
Recovery epoch [2/10]: Avg Loss: 0.3298 | Avg Accuracy: 86.83 | Model Sparsity: 0.9079
Recovery epoch [3/10]: Avg Loss: 0.3170 | Avg Accuracy: 87.43 | Model Sparsity: 0.9079
Recovery epoch [4/10]: Avg Loss: 0.3028 | Avg Accuracy: 88.03 | Model Sparsity: 0.9079
Recovery epoch [5/10]: Avg Loss: 0.3011 | Avg Accuracy: 87.42 | Model Sparsity: 0.9079
Recovery epoch [6/10]: Avg Loss: 0.2975 | Avg Accuracy: 87.75 | Model Sparsity: 0.9079
Recovery epoch [7/10]: Avg Loss: 0.2916 | Avg Accuracy: 88.23 | Model Sparsity: 0.9079
Recovery epoch [8/10]: Avg Loss: 0.2882 | Avg Accuracy: 88.68 | Model Sparsity: 0.9079
Recovery epoch [9/10]: Avg Loss: 0.2856 | Avg Accuracy: 88.45 | Model Sparsity: 0.9079
Recovery epoch [10/10]: Avg Loss: 0.2883 | Avg Accuracy: 87.86 | Model Sparsity: 0.9079
Epoch [4/5]: Avg Loss: 0.3799 | Avg Accuracy: 86.70 | Avg Perplexity: 0.000 |Model Sparsity: 0.9622
Recovery epoch [1/10]: Avg Loss: 0.3127 | Avg Accuracy: 87.97 | Model Sparsity: 0.9622
Recovery epoch [2/10]: Avg Loss: 0.3082 | Avg Accuracy: 87.33 | Model Sparsity: 0.9622
Recovery epoch [3/10]: Avg Loss: 0.3021 | Avg Accuracy: 87.87 | Model Sparsity: 0.9622
Recovery epoch [4/10]: Avg Loss: 0.2968 | Avg Accuracy: 87.44 | Model Sparsity: 0.9622
Recovery epoch [5/10]: Avg Loss: 0.2962 | Avg Accuracy: 87.52 | Model Sparsity: 0.9622
Recovery epoch [6/10]: Avg Loss: 0.2938 | Avg Accuracy: 87.83 | Model Sparsity: 0.9622
Recovery epoch [7/10]: Avg Loss: 0.2915 | Avg Accuracy: 88.18 | Model Sparsity: 0.9622
Recovery epoch [8/10]: Avg Loss: 0.2921 | Avg Accuracy: 87.46 | Model Sparsity: 0.9622
Recovery epoch [9/10]: Avg Loss: 0.2905 | Avg Accuracy: 87.80 | Model Sparsity: 0.9622
Recovery epoch [10/10]: Avg Loss: 0.2925 | Avg Accuracy: 87.50 | Model Sparsity: 0.9622
Epoch [5/5]: Avg Loss: 0.2972 | Avg Accuracy: 88.24 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Recovery epoch [1/10]: Avg Loss: 0.2848 | Avg Accuracy: 88.14 | Model Sparsity: 0.97
Recovery epoch [2/10]: Avg Loss: 0.2840 | Avg Accuracy: 87.68 | Model Sparsity: 0.97
Recovery epoch [3/10]: Avg Loss: 0.2798 | Avg Accuracy: 88.03 | Model Sparsity: 0.97
Recovery epoch [4/10]: Avg Loss: 0.2835 | Avg Accuracy: 87.93 | Model Sparsity: 0.97
Recovery epoch [5/10]: Avg Loss: 0.2832 | Avg Accuracy: 88.38 | Model Sparsity: 0.97
Recovery epoch [6/10]: Avg Loss: 0.2848 | Avg Accuracy: 87.70 | Model Sparsity: 0.97
Recovery epoch [7/10]: Avg Loss: 0.2831 | Avg Accuracy: 88.53 | Model Sparsity: 0.97
Recovery epoch [8/10]: Avg Loss: 0.2845 | Avg Accuracy: 87.78 | Model Sparsity: 0.97
Recovery epoch [9/10]: Avg Loss: 0.2853 | Avg Accuracy: 87.90 | Model Sparsity: 0.97
