Model : roberta-base - Learning Type: bacp_pruning/sparsity_0.97
Configuration:
model_type: llm
model_name: roberta-base
model_task: sst2
epochs: 10
pruning_epochs: 10
recovery_epochs: 5
batch_size: 64
learning_rate: 1e-05
pruning_type: magnitude_pruning
target_sparsity: 0.97
n_views: 2
temperature: 0.07
base_temperature: 0.07
num_classes: 2
lambda1: 0.25
lambda2: 0.25
lambda3: 0.25
lambda4: 0.25
embedding_dim: 768
save_path: {'current_model': '/dbfs/research/roberta-base/sst2/roberta-base_magnitude_pruning_0.97_bacp_cm.pt', 'pretrained_model': '/dbfs/research/roberta-base/sst2/roberta-base_magnitude_pruning_0.97_bacp_pm.pt', 'finetuned_model': '/dbfs/research/roberta-base/sst2/roberta-base_magnitude_pruning_0.97_bacp_fm.pt'}

Epoch [1/10]: Avg Total Loss: 5.5673 | Avg PrC Loss: 10.7974 | Avg SnC Loss: 0.0000 | Avg FiC Loss: 10.8146 | Avg CE Loss: 0.6573 | Model Sparsity: 0.097
Retraining Epoch [1/5]: Avg Total Loss: 7.5737 | Avg PrC Loss: 10.7641 | Avg SnC Loss: 8.2142 | Avg FiC Loss: 10.7412 | Avg CE Loss: 0.5752 | Model Sparsity: 0.097
Retraining Epoch [2/5]: Avg Total Loss: 7.5306 | Avg PrC Loss: 10.7235 | Avg SnC Loss: 8.1358 | Avg FiC Loss: 10.7278 | Avg CE Loss: 0.5352 | Model Sparsity: 0.097
Retraining Epoch [3/5]: Avg Total Loss: 7.5181 | Avg PrC Loss: 10.7317 | Avg SnC Loss: 8.1052 | Avg FiC Loss: 10.7219 | Avg CE Loss: 0.5137 | Model Sparsity: 0.097
Retraining Epoch [4/5]: Avg Total Loss: 7.5051 | Avg PrC Loss: 10.6985 | Avg SnC Loss: 8.0878 | Avg FiC Loss: 10.7335 | Avg CE Loss: 0.5005 | Model Sparsity: 0.097
Retraining Epoch [5/5]: Avg Total Loss: 7.4922 | Avg PrC Loss: 10.7018 | Avg SnC Loss: 8.0753 | Avg FiC Loss: 10.7011 | Avg CE Loss: 0.4905 | Model Sparsity: 0.097
Epoch [2/10]: Avg Total Loss: 7.4970 | Avg PrC Loss: 10.7165 | Avg SnC Loss: 8.0722 | Avg FiC Loss: 10.7180 | Avg CE Loss: 0.4814 | Model Sparsity: 0.194
Retraining Epoch [1/5]: Avg Total Loss: 9.2911 | Avg PrC Loss: 10.7584 | Avg SnC Loss: 15.1775 | Avg FiC Loss: 10.7346 | Avg CE Loss: 0.4938 | Model Sparsity: 0.194
Retraining Epoch [2/5]: Avg Total Loss: 9.2850 | Avg PrC Loss: 10.7695 | Avg SnC Loss: 15.1403 | Avg FiC Loss: 10.7380 | Avg CE Loss: 0.4921 | Model Sparsity: 0.194
Retraining Epoch [3/5]: Avg Total Loss: 9.2830 | Avg PrC Loss: 10.7774 | Avg SnC Loss: 15.1157 | Avg FiC Loss: 10.7507 | Avg CE Loss: 0.4882 | Model Sparsity: 0.194
Retraining Epoch [4/5]: Avg Total Loss: 9.2689 | Avg PrC Loss: 10.7475 | Avg SnC Loss: 15.1025 | Avg FiC Loss: 10.7404 | Avg CE Loss: 0.4851 | Model Sparsity: 0.194
Retraining Epoch [5/5]: Avg Total Loss: 9.2674 | Avg PrC Loss: 10.7447 | Avg SnC Loss: 15.0904 | Avg FiC Loss: 10.7524 | Avg CE Loss: 0.4822 | Model Sparsity: 0.194
Epoch [3/10]: Avg Total Loss: 9.2720 | Avg PrC Loss: 10.7447 | Avg SnC Loss: 15.1108 | Avg FiC Loss: 10.7513 | Avg CE Loss: 0.4812 | Model Sparsity: 0.291
Retraining Epoch [1/5]: Avg Total Loss: 10.9595 | Avg PrC Loss: 10.8195 | Avg SnC Loss: 21.7346 | Avg FiC Loss: 10.7956 | Avg CE Loss: 0.4884 | Model Sparsity: 0.291
Retraining Epoch [2/5]: Avg Total Loss: 10.9570 | Avg PrC Loss: 10.8109 | Avg SnC Loss: 21.6997 | Avg FiC Loss: 10.8293 | Avg CE Loss: 0.4880 | Model Sparsity: 0.291
Retraining Epoch [3/5]: Avg Total Loss: 10.9443 | Avg PrC Loss: 10.8032 | Avg SnC Loss: 21.6857 | Avg FiC Loss: 10.8020 | Avg CE Loss: 0.4864 | Model Sparsity: 0.291
Retraining Epoch [4/5]: Avg Total Loss: 10.9330 | Avg PrC Loss: 10.7764 | Avg SnC Loss: 21.6683 | Avg FiC Loss: 10.8028 | Avg CE Loss: 0.4843 | Model Sparsity: 0.291
Retraining Epoch [5/5]: Avg Total Loss: 10.9321 | Avg PrC Loss: 10.8106 | Avg SnC Loss: 21.6561 | Avg FiC Loss: 10.7795 | Avg CE Loss: 0.4823 | Model Sparsity: 0.291
Epoch [4/10]: Avg Total Loss: 10.9573 | Avg PrC Loss: 10.8078 | Avg SnC Loss: 21.7348 | Avg FiC Loss: 10.8026 | Avg CE Loss: 0.4840 | Model Sparsity: 0.388
