Model : vit_tiny - Learning Type: cifar10/pruning2/magnitude_pruning/0.95
Configuration:
model_type: cv
model_name: vit_tiny
model_task: cifar10
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 192
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.001
learning_type: pruning2
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_tiny/cifar10/vit_tiny_cifar10_magnitude_pruning_0.95_pruning2.pt
finetuned_weights: /dbfs/research/vit_tiny/cifar10/vit_tiny_cifar10_baseline.pt

Epoch [1/5]: Avg Loss: 0.4278 | Avg Accuracy: 91.59 | Avg Perplexity: 0.000 |Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 0.2136 | Avg Accuracy: 92.98 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 0.1633 | Avg Accuracy: 93.59 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 0.1381 | Avg Accuracy: 93.91 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 0.1142 | Avg Accuracy: 94.57 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 0.1030 | Avg Accuracy: 94.68 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 0.0858 | Avg Accuracy: 94.94 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 0.0750 | Avg Accuracy: 95.16 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 0.0658 | Avg Accuracy: 95.22 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 0.0564 | Avg Accuracy: 95.37 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 0.0526 | Avg Accuracy: 95.47 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 1.4797 | Avg Accuracy: 61.50 | Avg Perplexity: 0.000 |Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 0.9798 | Avg Accuracy: 69.50 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 0.8154 | Avg Accuracy: 74.25 | Model Sparsity: 0.7448
Recovery epoch [3/10]: Avg Loss: 0.7179 | Avg Accuracy: 76.52 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 0.6416 | Avg Accuracy: 77.64 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 0.5886 | Avg Accuracy: 79.81 | Model Sparsity: 0.7448
Recovery epoch [6/10]: Avg Loss: 0.5415 | Avg Accuracy: 80.74 | Model Sparsity: 0.7448
Recovery epoch [7/10]: Avg Loss: 0.4964 | Avg Accuracy: 83.04 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 0.4738 | Avg Accuracy: 82.41 | Model Sparsity: 0.7448
Recovery epoch [9/10]: Avg Loss: 0.4430 | Avg Accuracy: 83.96 | Model Sparsity: 0.7448
Recovery epoch [10/10]: Avg Loss: 0.4133 | Avg Accuracy: 84.93 | Model Sparsity: 0.7448
Epoch [3/5]: Avg Loss: 1.6666 | Avg Accuracy: 50.24 | Avg Perplexity: 0.000 |Model Sparsity: 0.8892
Recovery epoch [1/10]: Avg Loss: 1.3001 | Avg Accuracy: 54.69 | Model Sparsity: 0.8892
Recovery epoch [2/10]: Avg Loss: 1.1748 | Avg Accuracy: 60.21 | Model Sparsity: 0.8892
Recovery epoch [3/10]: Avg Loss: 1.0870 | Avg Accuracy: 63.74 | Model Sparsity: 0.8892
Recovery epoch [4/10]: Avg Loss: 1.0154 | Avg Accuracy: 63.01 | Model Sparsity: 0.8892
Recovery epoch [5/10]: Avg Loss: 0.9738 | Avg Accuracy: 66.47 | Model Sparsity: 0.8892
Recovery epoch [6/10]: Avg Loss: 0.9439 | Avg Accuracy: 66.74 | Model Sparsity: 0.8892
Recovery epoch [7/10]: Avg Loss: 0.9103 | Avg Accuracy: 68.32 | Model Sparsity: 0.8892
Recovery epoch [8/10]: Avg Loss: 0.8821 | Avg Accuracy: 67.30 | Model Sparsity: 0.8892
Recovery epoch [9/10]: Avg Loss: 0.8570 | Avg Accuracy: 69.64 | Model Sparsity: 0.8892
Recovery epoch [10/10]: Avg Loss: 0.8212 | Avg Accuracy: 69.52 | Model Sparsity: 0.8892
Epoch [4/5]: Avg Loss: 1.3253 | Avg Accuracy: 57.52 | Avg Perplexity: 0.000 |Model Sparsity: 0.9424
Recovery epoch [1/10]: Avg Loss: 1.0924 | Avg Accuracy: 63.04 | Model Sparsity: 0.9424
Recovery epoch [2/10]: Avg Loss: 1.0423 | Avg Accuracy: 63.48 | Model Sparsity: 0.9424
Recovery epoch [3/10]: Avg Loss: 1.0035 | Avg Accuracy: 65.69 | Model Sparsity: 0.9424
Recovery epoch [4/10]: Avg Loss: 0.9877 | Avg Accuracy: 66.49 | Model Sparsity: 0.9424
Recovery epoch [5/10]: Avg Loss: 0.9631 | Avg Accuracy: 65.96 | Model Sparsity: 0.9424
Recovery epoch [6/10]: Avg Loss: 0.9397 | Avg Accuracy: 65.10 | Model Sparsity: 0.9424
Recovery epoch [7/10]: Avg Loss: 0.9308 | Avg Accuracy: 67.58 | Model Sparsity: 0.9424
