Model : vit_tiny - Learning Type: svhn/pruning/magnitude_pruning/0.99
Configuration:
model_type: cv
model_name: vit_tiny
model_task: svhn
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 192
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_tiny/svhn/vit_tiny_svhn_magnitude_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/vit_tiny/svhn/vit_tiny_svhn_baseline.pt

Epoch [1/5]: Avg Loss: 0.1635 | Avg Accuracy: 93.81 | Avg Perplexity: 0.000 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 0.1256 | Avg Accuracy: 94.58 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 0.1114 | Avg Accuracy: 94.47 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 0.1016 | Avg Accuracy: 94.50 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 0.0936 | Avg Accuracy: 94.51 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 0.0894 | Avg Accuracy: 94.73 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 0.0810 | Avg Accuracy: 94.38 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 0.0781 | Avg Accuracy: 94.88 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 0.0730 | Avg Accuracy: 94.68 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 0.0662 | Avg Accuracy: 94.58 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 0.0687 | Avg Accuracy: 94.73 | Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 2.5988 | Avg Accuracy: 19.13 | Avg Perplexity: 0.000 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 2.2475 | Avg Accuracy: 19.13 | Model Sparsity: 0.7762
Recovery epoch [2/10]: Avg Loss: 2.2447 | Avg Accuracy: 19.11 | Model Sparsity: 0.7762
Recovery epoch [3/10]: Avg Loss: 2.2385 | Avg Accuracy: 19.17 | Model Sparsity: 0.7762
Recovery epoch [4/10]: Avg Loss: 2.2362 | Avg Accuracy: 19.27 | Model Sparsity: 0.7762
Recovery epoch [5/10]: Avg Loss: 2.2336 | Avg Accuracy: 19.12 | Model Sparsity: 0.7762
Recovery epoch [6/10]: Avg Loss: 2.2287 | Avg Accuracy: 19.49 | Model Sparsity: 0.7762
Recovery epoch [7/10]: Avg Loss: 2.2178 | Avg Accuracy: 21.71 | Model Sparsity: 0.7762
Recovery epoch [8/10]: Avg Loss: 2.1792 | Avg Accuracy: 25.41 | Model Sparsity: 0.7762
Recovery epoch [9/10]: Avg Loss: 2.0138 | Avg Accuracy: 34.22 | Model Sparsity: 0.7762
Recovery epoch [10/10]: Avg Loss: 1.3159 | Avg Accuracy: 72.97 | Model Sparsity: 0.7762
Epoch [3/5]: Avg Loss: 0.9117 | Avg Accuracy: 77.30 | Avg Perplexity: 0.000 |Model Sparsity: 0.9266
Recovery epoch [1/10]: Avg Loss: 0.6991 | Avg Accuracy: 78.55 | Model Sparsity: 0.9266
Recovery epoch [2/10]: Avg Loss: 0.6120 | Avg Accuracy: 81.44 | Model Sparsity: 0.9266
Recovery epoch [3/10]: Avg Loss: 0.5625 | Avg Accuracy: 82.44 | Model Sparsity: 0.9266
Recovery epoch [4/10]: Avg Loss: 0.5207 | Avg Accuracy: 84.06 | Model Sparsity: 0.9266
Recovery epoch [5/10]: Avg Loss: 0.4917 | Avg Accuracy: 85.36 | Model Sparsity: 0.9266
Recovery epoch [6/10]: Avg Loss: 0.4612 | Avg Accuracy: 83.77 | Model Sparsity: 0.9266
Recovery epoch [7/10]: Avg Loss: 0.4491 | Avg Accuracy: 85.51 | Model Sparsity: 0.9266
Recovery epoch [8/10]: Avg Loss: 0.4395 | Avg Accuracy: 87.25 | Model Sparsity: 0.9266
Recovery epoch [9/10]: Avg Loss: 0.4232 | Avg Accuracy: 86.88 | Model Sparsity: 0.9266
Recovery epoch [10/10]: Avg Loss: 0.4087 | Avg Accuracy: 86.55 | Model Sparsity: 0.9266
Epoch [4/5]: Avg Loss: 0.4826 | Avg Accuracy: 87.30 | Avg Perplexity: 0.000 |Model Sparsity: 0.9821
Recovery epoch [1/10]: Avg Loss: 0.4182 | Avg Accuracy: 85.48 | Model Sparsity: 0.9821
Recovery epoch [2/10]: Avg Loss: 0.4063 | Avg Accuracy: 86.27 | Model Sparsity: 0.9821
Recovery epoch [3/10]: Avg Loss: 0.3914 | Avg Accuracy: 86.49 | Model Sparsity: 0.9821
Recovery epoch [4/10]: Avg Loss: 0.3936 | Avg Accuracy: 88.21 | Model Sparsity: 0.9821
Recovery epoch [5/10]: Avg Loss: 0.3906 | Avg Accuracy: 87.55 | Model Sparsity: 0.9821
Recovery epoch [6/10]: Avg Loss: 0.3827 | Avg Accuracy: 87.07 | Model Sparsity: 0.9821
Recovery epoch [7/10]: Avg Loss: 0.3749 | Avg Accuracy: 88.17 | Model Sparsity: 0.9821
Recovery epoch [8/10]: Avg Loss: 0.3820 | Avg Accuracy: 87.36 | Model Sparsity: 0.9821
Recovery epoch [9/10]: Avg Loss: 0.3687 | Avg Accuracy: 87.10 | Model Sparsity: 0.9821
Recovery epoch [10/10]: Avg Loss: 0.3746 | Avg Accuracy: 88.17 | Model Sparsity: 0.9821
Epoch [5/5]: Avg Loss: 0.3729 | Avg Accuracy: 88.60 | Avg Perplexity: 0.000 |Model Sparsity: 0.99
Recovery epoch [1/10]: Avg Loss: 0.3679 | Avg Accuracy: 88.26 | Model Sparsity: 0.99
Recovery epoch [2/10]: Avg Loss: 0.3571 | Avg Accuracy: 87.83 | Model Sparsity: 0.99
Recovery epoch [3/10]: Avg Loss: 0.3515 | Avg Accuracy: 87.92 | Model Sparsity: 0.99
Recovery epoch [4/10]: Avg Loss: 0.3531 | Avg Accuracy: 88.30 | Model Sparsity: 0.99
Recovery epoch [5/10]: Avg Loss: 0.3492 | Avg Accuracy: 87.51 | Model Sparsity: 0.99
Recovery epoch [6/10]: Avg Loss: 0.3521 | Avg Accuracy: 88.60 | Model Sparsity: 0.99
Recovery epoch [7/10]: Avg Loss: 0.3449 | Avg Accuracy: 88.59 | Model Sparsity: 0.99
Recovery epoch [8/10]: Avg Loss: 0.3519 | Avg Accuracy: 86.66 | Model Sparsity: 0.99
Recovery epoch [9/10]: Avg Loss: 0.3483 | Avg Accuracy: 89.66 | Model Sparsity: 0.99
Recovery epoch [10/10]: Avg Loss: 0.3480 | Avg Accuracy: 88.08 | Model Sparsity: 0.99
