Model : vit_small - Learning Type: emnist/pruning/magnitude_pruning/0.99
Configuration:
model_type: cv
model_name: vit_small
model_task: emnist
num_classes: 47
criterion: CrossEntropyLoss()
embedding_dim: 384
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_small/emnist/vit_small_emnist_magnitude_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/vit_small/emnist/vit_small_emnist_baseline.pt

Epoch [1/5]: Avg Loss: 0.2581 | Avg Accuracy: 89.13 | Avg Perplexity: 0.000 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 0.2313 | Avg Accuracy: 89.33 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 0.2161 | Avg Accuracy: 89.36 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 0.2081 | Avg Accuracy: 89.39 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 0.2004 | Avg Accuracy: 89.38 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 0.1978 | Avg Accuracy: 89.60 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 0.1931 | Avg Accuracy: 89.60 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 0.1908 | Avg Accuracy: 89.58 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 0.1860 | Avg Accuracy: 89.36 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 0.1843 | Avg Accuracy: 89.20 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 0.1828 | Avg Accuracy: 89.07 | Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 3.3755 | Avg Accuracy: 39.99 | Avg Perplexity: 0.000 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 0.8207 | Avg Accuracy: 82.99 | Model Sparsity: 0.7762
Recovery epoch [2/10]: Avg Loss: 0.4265 | Avg Accuracy: 85.30 | Model Sparsity: 0.7762
Recovery epoch [3/10]: Avg Loss: 0.3598 | Avg Accuracy: 86.71 | Model Sparsity: 0.7762
Recovery epoch [4/10]: Avg Loss: 0.3315 | Avg Accuracy: 87.31 | Model Sparsity: 0.7762
Recovery epoch [5/10]: Avg Loss: 0.3151 | Avg Accuracy: 87.65 | Model Sparsity: 0.7762
Recovery epoch [6/10]: Avg Loss: 0.3049 | Avg Accuracy: 87.67 | Model Sparsity: 0.7762
Recovery epoch [7/10]: Avg Loss: 0.2944 | Avg Accuracy: 88.07 | Model Sparsity: 0.7762
Recovery epoch [8/10]: Avg Loss: 0.2865 | Avg Accuracy: 87.75 | Model Sparsity: 0.7762
Recovery epoch [9/10]: Avg Loss: 0.2800 | Avg Accuracy: 88.15 | Model Sparsity: 0.7762
Recovery epoch [10/10]: Avg Loss: 0.2771 | Avg Accuracy: 88.26 | Model Sparsity: 0.7762
Epoch [3/5]: Avg Loss: 0.5351 | Avg Accuracy: 85.09 | Avg Perplexity: 0.000 |Model Sparsity: 0.9266
Recovery epoch [1/10]: Avg Loss: 0.3595 | Avg Accuracy: 86.29 | Model Sparsity: 0.9266
Recovery epoch [2/10]: Avg Loss: 0.3344 | Avg Accuracy: 87.09 | Model Sparsity: 0.9266
Recovery epoch [3/10]: Avg Loss: 0.3215 | Avg Accuracy: 86.48 | Model Sparsity: 0.9266
Recovery epoch [4/10]: Avg Loss: 0.3174 | Avg Accuracy: 87.07 | Model Sparsity: 0.9266
Recovery epoch [5/10]: Avg Loss: 0.3093 | Avg Accuracy: 87.26 | Model Sparsity: 0.9266
Recovery epoch [6/10]: Avg Loss: 0.3079 | Avg Accuracy: 87.45 | Model Sparsity: 0.9266
Recovery epoch [7/10]: Avg Loss: 0.3013 | Avg Accuracy: 87.78 | Model Sparsity: 0.9266
Recovery epoch [8/10]: Avg Loss: 0.2969 | Avg Accuracy: 87.33 | Model Sparsity: 0.9266
Recovery epoch [9/10]: Avg Loss: 0.2953 | Avg Accuracy: 87.83 | Model Sparsity: 0.9266
Recovery epoch [10/10]: Avg Loss: 0.2925 | Avg Accuracy: 87.72 | Model Sparsity: 0.9266
