Model : vgg11 - Learning Type: cifar10/bacp_pruning/movement_pruning/0.95
Configuration:
model_name: vgg11
model_task: cifar10
model_type: cv
num_classes: 10
batch_size: 512
learning_rate: 0.01
optimizer_type: adamw
epochs: 5
recovery_epochs: 10
patience: 20
pruning_type: movement_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
pruning_epochs: 5
n_views: 2
temperature: 0.07
base_temperature: 0.07
device: cuda
enable_mixed_precision: True
num_workers: 24
train_batches: 83
val_batches: 14
current_model_path: /dbfs/research/vgg11/cifar10/vgg11_cifar10_movement_pruning_0.95_bacp_pruning.pt

Epoch [1/5]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: 0.0000 | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.4636
Epoch [2/5]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0158 | Avg SnC Loss: nan | Avg FiC Loss: 4.9213 | Avg CE Loss: 12.2360 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0141 | Avg SnC Loss: nan | Avg FiC Loss: 4.9195 | Avg CE Loss: 12.2300 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0154 | Avg SnC Loss: nan | Avg FiC Loss: 4.9181 | Avg CE Loss: 12.2133 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0143 | Avg SnC Loss: nan | Avg FiC Loss: 4.9203 | Avg CE Loss: 12.2356 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0155 | Avg SnC Loss: nan | Avg FiC Loss: 4.9201 | Avg CE Loss: 12.2305 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0135 | Avg SnC Loss: nan | Avg FiC Loss: 4.9185 | Avg CE Loss: 12.2298 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0141 | Avg SnC Loss: nan | Avg FiC Loss: 4.9181 | Avg CE Loss: 12.2661 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0166 | Avg SnC Loss: nan | Avg FiC Loss: 4.9180 | Avg CE Loss: 12.2182 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0147 | Avg SnC Loss: nan | Avg FiC Loss: 4.9203 | Avg CE Loss: 12.2049 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0153 | Avg SnC Loss: nan | Avg FiC Loss: 4.9182 | Avg CE Loss: 12.2222 | Model Sparsity: 1.0
Epoch [3/5]: Avg Total Loss: nan | Avg PrC Loss: 6.0175 | Avg SnC Loss: nan | Avg FiC Loss: 4.9165 | Avg CE Loss: 12.2558 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0146 | Avg SnC Loss: nan | Avg FiC Loss: 4.9205 | Avg CE Loss: 12.2116 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0170 | Avg SnC Loss: nan | Avg FiC Loss: 4.9195 | Avg CE Loss: 12.1726 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0130 | Avg SnC Loss: nan | Avg FiC Loss: 4.9193 | Avg CE Loss: 12.2386 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0174 | Avg SnC Loss: nan | Avg FiC Loss: 4.9174 | Avg CE Loss: 12.1895 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0145 | Avg SnC Loss: nan | Avg FiC Loss: 4.9179 | Avg CE Loss: 12.1848 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0147 | Avg SnC Loss: nan | Avg FiC Loss: 4.9185 | Avg CE Loss: 12.2148 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0152 | Avg SnC Loss: nan | Avg FiC Loss: 4.9185 | Avg CE Loss: 12.2294 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0156 | Avg SnC Loss: nan | Avg FiC Loss: 4.9198 | Avg CE Loss: 12.2498 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0151 | Avg SnC Loss: nan | Avg FiC Loss: 4.9182 | Avg CE Loss: 12.2382 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0122 | Avg SnC Loss: nan | Avg FiC Loss: 4.9192 | Avg CE Loss: 12.2004 | Model Sparsity: 1.0
Epoch [4/5]: Avg Total Loss: nan | Avg PrC Loss: 6.0154 | Avg SnC Loss: nan | Avg FiC Loss: 4.9193 | Avg CE Loss: 12.1925 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0159 | Avg SnC Loss: nan | Avg FiC Loss: 4.9160 | Avg CE Loss: 12.2404 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0160 | Avg SnC Loss: nan | Avg FiC Loss: 4.9189 | Avg CE Loss: 12.2133 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0159 | Avg SnC Loss: nan | Avg FiC Loss: 4.9184 | Avg CE Loss: 12.2006 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0135 | Avg SnC Loss: nan | Avg FiC Loss: 4.9164 | Avg CE Loss: 12.2191 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0147 | Avg SnC Loss: nan | Avg FiC Loss: 4.9180 | Avg CE Loss: 12.2313 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0168 | Avg SnC Loss: nan | Avg FiC Loss: 4.9179 | Avg CE Loss: 12.2094 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0151 | Avg SnC Loss: nan | Avg FiC Loss: 4.9205 | Avg CE Loss: 12.2039 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0163 | Avg SnC Loss: nan | Avg FiC Loss: 4.9179 | Avg CE Loss: 12.2038 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0177 | Avg SnC Loss: nan | Avg FiC Loss: 4.9202 | Avg CE Loss: 12.2276 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0152 | Avg SnC Loss: nan | Avg FiC Loss: 4.9196 | Avg CE Loss: 12.2151 | Model Sparsity: 1.0
Epoch [5/5]: Avg Total Loss: nan | Avg PrC Loss: 6.0175 | Avg SnC Loss: nan | Avg FiC Loss: 4.9166 | Avg CE Loss: 12.1813 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0167 | Avg SnC Loss: nan | Avg FiC Loss: 4.9215 | Avg CE Loss: 12.1835 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0131 | Avg SnC Loss: nan | Avg FiC Loss: 4.9145 | Avg CE Loss: 12.2302 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0180 | Avg SnC Loss: nan | Avg FiC Loss: 4.9182 | Avg CE Loss: 12.2308 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0169 | Avg SnC Loss: nan | Avg FiC Loss: 4.9199 | Avg CE Loss: 12.2310 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0148 | Avg SnC Loss: nan | Avg FiC Loss: 4.9185 | Avg CE Loss: 12.2186 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0166 | Avg SnC Loss: nan | Avg FiC Loss: 4.9188 | Avg CE Loss: 12.2139 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0166 | Avg SnC Loss: nan | Avg FiC Loss: 4.9208 | Avg CE Loss: 12.1979 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0153 | Avg SnC Loss: nan | Avg FiC Loss: 4.9171 | Avg CE Loss: 12.1907 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0140 | Avg SnC Loss: nan | Avg FiC Loss: 4.9170 | Avg CE Loss: 12.2215 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 6.0154 | Avg SnC Loss: nan | Avg FiC Loss: 4.9175 | Avg CE Loss: 12.1980 | Model Sparsity: 1.0
