Model : vit_small - Learning Type: emnist/pruning/movement_pruning/0.95
Configuration:
model_type: cv
model_name: vit_small
model_task: emnist
num_classes: 47
criterion: CrossEntropyLoss()
embedding_dim: 384
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: movement_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_small/emnist/vit_small_emnist_movement_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/vit_small/emnist/vit_small_emnist_baseline.pt

Epoch [1/5]: Avg Loss: 0.2933 | Avg Accuracy: 88.86 | Avg Perplexity: 0.000 |Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 0.2479 | Avg Accuracy: 88.81 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 0.2353 | Avg Accuracy: 89.21 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 0.2231 | Avg Accuracy: 89.25 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 0.2170 | Avg Accuracy: 89.42 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 0.2110 | Avg Accuracy: 89.71 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 0.2052 | Avg Accuracy: 89.65 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 0.2041 | Avg Accuracy: 88.81 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 0.1979 | Avg Accuracy: 89.45 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 0.1964 | Avg Accuracy: 89.57 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 0.1962 | Avg Accuracy: 89.12 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 2.4564 | Avg Accuracy: 83.98 | Avg Perplexity: 0.000 |Model Sparsity: 0.7448
