Model : vgg19 - Learning Type: cifar10/pruning/movement_pruning/0.99
Configuration:
model_type: cv
model_name: vgg19
model_task: cifar10
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 4096
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 512
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: movement_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vgg19/cifar10/vgg19_cifar10_movement_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/vgg19/cifar10/vgg19_cifar10_baseline.pt

Epoch [1/5]: Avg Loss: 0.1240 | Avg Accuracy: 96.90 | Avg Perplexity: 0.000 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 0.0908 | Avg Accuracy: 97.31 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 0.0805 | Avg Accuracy: 96.53 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 0.0693 | Avg Accuracy: 97.21 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 0.0720 | Avg Accuracy: 95.77 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 0.0632 | Avg Accuracy: 96.90 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 0.0592 | Avg Accuracy: 96.89 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 0.0529 | Avg Accuracy: 95.69 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 0.0595 | Avg Accuracy: 96.67 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 0.0515 | Avg Accuracy: 96.33 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 0.0538 | Avg Accuracy: 96.83 | Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 0.0461 | Avg Accuracy: 96.67 | Avg Perplexity: 0.000 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 0.0444 | Avg Accuracy: 96.46 | Model Sparsity: 0.7762
Recovery epoch [2/10]: Avg Loss: 0.0362 | Avg Accuracy: 96.29 | Model Sparsity: 0.7762
Recovery epoch [3/10]: Avg Loss: 0.0367 | Avg Accuracy: 95.93 | Model Sparsity: 0.7762
Recovery epoch [4/10]: Avg Loss: 0.0442 | Avg Accuracy: 96.05 | Model Sparsity: 0.7762
Recovery epoch [5/10]: Avg Loss: 0.0471 | Avg Accuracy: 96.19 | Model Sparsity: 0.7762
Recovery epoch [6/10]: Avg Loss: 0.0347 | Avg Accuracy: 96.47 | Model Sparsity: 0.7762
Recovery epoch [7/10]: Avg Loss: 0.0394 | Avg Accuracy: 95.93 | Model Sparsity: 0.7762
Recovery epoch [8/10]: Avg Loss: 0.0314 | Avg Accuracy: 96.28 | Model Sparsity: 0.7762
Recovery epoch [9/10]: Avg Loss: 0.0349 | Avg Accuracy: 95.63 | Model Sparsity: 0.7762
Recovery epoch [10/10]: Avg Loss: 0.0260 | Avg Accuracy: 95.62 | Model Sparsity: 0.7762
Epoch [3/5]: Avg Loss: 1.1511 | Avg Accuracy: 77.65 | Avg Perplexity: 0.000 |Model Sparsity: 0.9266
Recovery epoch [1/10]: Avg Loss: 0.4191 | Avg Accuracy: 85.09 | Model Sparsity: 0.9266
Recovery epoch [2/10]: Avg Loss: 0.3057 | Avg Accuracy: 89.90 | Model Sparsity: 0.9266
Recovery epoch [3/10]: Avg Loss: 0.2224 | Avg Accuracy: 91.31 | Model Sparsity: 0.9266
Recovery epoch [4/10]: Avg Loss: 0.1736 | Avg Accuracy: 92.13 | Model Sparsity: 0.9266
Recovery epoch [5/10]: Avg Loss: 0.1513 | Avg Accuracy: 92.20 | Model Sparsity: 0.9266
Recovery epoch [6/10]: Avg Loss: 0.1354 | Avg Accuracy: 92.82 | Model Sparsity: 0.9266
Recovery epoch [7/10]: Avg Loss: 0.1129 | Avg Accuracy: 93.30 | Model Sparsity: 0.9266
Recovery epoch [8/10]: Avg Loss: 0.1094 | Avg Accuracy: 92.66 | Model Sparsity: 0.9266
Recovery epoch [9/10]: Avg Loss: 0.0927 | Avg Accuracy: 91.94 | Model Sparsity: 0.9266
Recovery epoch [10/10]: Avg Loss: 0.0907 | Avg Accuracy: 93.36 | Model Sparsity: 0.9266
Epoch [4/5]: Avg Loss: 0.5825 | Avg Accuracy: 89.94 | Avg Perplexity: 0.000 |Model Sparsity: 0.9821
Recovery epoch [1/10]: Avg Loss: 0.2548 | Avg Accuracy: 88.20 | Model Sparsity: 0.9821
Recovery epoch [2/10]: Avg Loss: 0.2078 | Avg Accuracy: 90.29 | Model Sparsity: 0.9821
Recovery epoch [3/10]: Avg Loss: 0.1749 | Avg Accuracy: 91.98 | Model Sparsity: 0.9821
Recovery epoch [4/10]: Avg Loss: 0.1583 | Avg Accuracy: 91.00 | Model Sparsity: 0.9821
Recovery epoch [5/10]: Avg Loss: 0.1782 | Avg Accuracy: 92.01 | Model Sparsity: 0.9821
Recovery epoch [6/10]: Avg Loss: 0.1328 | Avg Accuracy: 91.28 | Model Sparsity: 0.9821
Recovery epoch [7/10]: Avg Loss: 0.1284 | Avg Accuracy: 91.69 | Model Sparsity: 0.9821
Recovery epoch [8/10]: Avg Loss: 0.1219 | Avg Accuracy: 92.29 | Model Sparsity: 0.9821
Recovery epoch [9/10]: Avg Loss: 0.1234 | Avg Accuracy: 91.84 | Model Sparsity: 0.9821
Recovery epoch [10/10]: Avg Loss: 0.1188 | Avg Accuracy: 91.39 | Model Sparsity: 0.9821
Epoch [5/5]: Avg Loss: 0.4287 | Avg Accuracy: 89.23 | Avg Perplexity: 0.000 |Model Sparsity: 0.99
Recovery epoch [1/10]: Avg Loss: 0.2265 | Avg Accuracy: 89.16 | Model Sparsity: 0.99
Recovery epoch [2/10]: Avg Loss: 0.2086 | Avg Accuracy: 90.14 | Model Sparsity: 0.99
Recovery epoch [3/10]: Avg Loss: 0.1710 | Avg Accuracy: 90.39 | Model Sparsity: 0.99
Recovery epoch [4/10]: Avg Loss: 0.1770 | Avg Accuracy: 91.64 | Model Sparsity: 0.99
Recovery epoch [5/10]: Avg Loss: 0.1416 | Avg Accuracy: 91.67 | Model Sparsity: 0.99
Recovery epoch [6/10]: Avg Loss: 0.1416 | Avg Accuracy: 91.25 | Model Sparsity: 0.99
Recovery epoch [7/10]: Avg Loss: 0.1301 | Avg Accuracy: 91.60 | Model Sparsity: 0.99
