Model : vit_small - Learning Type: emnist/pruning/movement_pruning/0.99
Configuration:
model_type: cv
model_name: vit_small
model_task: emnist
num_classes: 47
criterion: CrossEntropyLoss()
embedding_dim: 384
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: movement_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_small/emnist/vit_small_emnist_movement_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/vit_small/emnist/vit_small_emnist_baseline.pt

Epoch [1/5]: Avg Loss: 0.3109 | Avg Accuracy: 89.12 | Avg Perplexity: 0.000 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 0.2534 | Avg Accuracy: 88.30 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 0.2358 | Avg Accuracy: 89.52 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 0.2264 | Avg Accuracy: 89.30 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 0.2193 | Avg Accuracy: 89.07 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 0.2130 | Avg Accuracy: 89.74 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 0.2085 | Avg Accuracy: 89.60 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 0.2052 | Avg Accuracy: 89.60 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 0.1996 | Avg Accuracy: 89.72 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 0.1984 | Avg Accuracy: 88.86 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 0.1971 | Avg Accuracy: 89.31 | Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 2.4468 | Avg Accuracy: 84.12 | Avg Perplexity: 0.000 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 0.3478 | Avg Accuracy: 87.09 | Model Sparsity: 0.7762
Recovery epoch [2/10]: Avg Loss: 0.2995 | Avg Accuracy: 87.59 | Model Sparsity: 0.7762
Recovery epoch [3/10]: Avg Loss: 0.2828 | Avg Accuracy: 88.64 | Model Sparsity: 0.7762
Recovery epoch [4/10]: Avg Loss: 0.2720 | Avg Accuracy: 87.78 | Model Sparsity: 0.7762
Recovery epoch [5/10]: Avg Loss: 0.2624 | Avg Accuracy: 88.52 | Model Sparsity: 0.7762
Recovery epoch [6/10]: Avg Loss: 0.2581 | Avg Accuracy: 88.84 | Model Sparsity: 0.7762
Recovery epoch [7/10]: Avg Loss: 0.2546 | Avg Accuracy: 88.15 | Model Sparsity: 0.7762
Recovery epoch [8/10]: Avg Loss: 0.2500 | Avg Accuracy: 88.67 | Model Sparsity: 0.7762
Recovery epoch [9/10]: Avg Loss: 0.2515 | Avg Accuracy: 88.33 | Model Sparsity: 0.7762
Recovery epoch [10/10]: Avg Loss: 0.2460 | Avg Accuracy: 88.23 | Model Sparsity: 0.7762
Epoch [3/5]: Avg Loss: 0.7187 | Avg Accuracy: 85.47 | Avg Perplexity: 0.000 |Model Sparsity: 0.9266
Recovery epoch [1/10]: Avg Loss: 0.3710 | Avg Accuracy: 86.50 | Model Sparsity: 0.9266
Recovery epoch [2/10]: Avg Loss: 0.3404 | Avg Accuracy: 87.56 | Model Sparsity: 0.9266
Recovery epoch [3/10]: Avg Loss: 0.3233 | Avg Accuracy: 87.78 | Model Sparsity: 0.9266
Recovery epoch [4/10]: Avg Loss: 0.3110 | Avg Accuracy: 87.86 | Model Sparsity: 0.9266
Recovery epoch [5/10]: Avg Loss: 0.3072 | Avg Accuracy: 87.10 | Model Sparsity: 0.9266
Recovery epoch [6/10]: Avg Loss: 0.3040 | Avg Accuracy: 87.61 | Model Sparsity: 0.9266
Recovery epoch [7/10]: Avg Loss: 0.2962 | Avg Accuracy: 87.77 | Model Sparsity: 0.9266
Recovery epoch [8/10]: Avg Loss: 0.2933 | Avg Accuracy: 86.94 | Model Sparsity: 0.9266
Recovery epoch [9/10]: Avg Loss: 0.2914 | Avg Accuracy: 88.31 | Model Sparsity: 0.9266
Recovery epoch [10/10]: Avg Loss: 0.2891 | Avg Accuracy: 87.90 | Model Sparsity: 0.9266
Epoch [4/5]: Avg Loss: 0.7257 | Avg Accuracy: 85.06 | Avg Perplexity: 0.000 |Model Sparsity: 0.9821
Recovery epoch [1/10]: Avg Loss: 0.3690 | Avg Accuracy: 86.36 | Model Sparsity: 0.9821
Recovery epoch [2/10]: Avg Loss: 0.3500 | Avg Accuracy: 86.78 | Model Sparsity: 0.9821
Recovery epoch [3/10]: Avg Loss: 0.3348 | Avg Accuracy: 85.72 | Model Sparsity: 0.9821
Recovery epoch [4/10]: Avg Loss: 0.3268 | Avg Accuracy: 86.96 | Model Sparsity: 0.9821
Recovery epoch [5/10]: Avg Loss: 0.3202 | Avg Accuracy: 87.14 | Model Sparsity: 0.9821
Recovery epoch [6/10]: Avg Loss: 0.3142 | Avg Accuracy: 87.88 | Model Sparsity: 0.9821
Recovery epoch [7/10]: Avg Loss: 0.3130 | Avg Accuracy: 87.67 | Model Sparsity: 0.9821
Recovery epoch [8/10]: Avg Loss: 0.3090 | Avg Accuracy: 87.08 | Model Sparsity: 0.9821
Recovery epoch [9/10]: Avg Loss: 0.3085 | Avg Accuracy: 87.05 | Model Sparsity: 0.9821
Recovery epoch [10/10]: Avg Loss: 0.3043 | Avg Accuracy: 87.69 | Model Sparsity: 0.9821
Epoch [5/5]: Avg Loss: 0.3303 | Avg Accuracy: 87.30 | Avg Perplexity: 0.000 |Model Sparsity: 0.99
Recovery epoch [1/10]: Avg Loss: 0.3211 | Avg Accuracy: 86.70 | Model Sparsity: 0.99
