Model : vit_tiny - Learning Type: cifar100/pruning/magnitude_pruning/0.99
Configuration:
model_type: cv
model_name: vit_tiny
model_task: cifar100
num_classes: 100
criterion: CrossEntropyLoss()
embedding_dim: 192
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_tiny/cifar100/vit_tiny_cifar100_magnitude_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/vit_tiny/cifar100/vit_tiny_cifar100_baseline.pt

Epoch [1/5]: Avg Loss: 0.6040 | Avg Accuracy: 76.76 | Avg Perplexity: 0.000 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 0.3783 | Avg Accuracy: 77.69 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 0.2760 | Avg Accuracy: 77.64 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 0.2298 | Avg Accuracy: 78.69 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 0.1873 | Avg Accuracy: 79.80 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 0.1261 | Avg Accuracy: 79.40 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 0.1061 | Avg Accuracy: 80.16 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 0.0857 | Avg Accuracy: 79.98 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 0.0722 | Avg Accuracy: 80.51 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 0.0599 | Avg Accuracy: 80.67 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 0.0426 | Avg Accuracy: 80.13 | Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 3.5115 | Avg Accuracy: 39.24 | Avg Perplexity: 0.000 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 1.7709 | Avg Accuracy: 56.06 | Model Sparsity: 0.7762
Recovery epoch [2/10]: Avg Loss: 1.2738 | Avg Accuracy: 59.43 | Model Sparsity: 0.7762
Recovery epoch [3/10]: Avg Loss: 1.0407 | Avg Accuracy: 63.20 | Model Sparsity: 0.7762
Recovery epoch [4/10]: Avg Loss: 0.9044 | Avg Accuracy: 64.67 | Model Sparsity: 0.7762
Recovery epoch [5/10]: Avg Loss: 0.7809 | Avg Accuracy: 67.13 | Model Sparsity: 0.7762
Recovery epoch [6/10]: Avg Loss: 0.6999 | Avg Accuracy: 67.05 | Model Sparsity: 0.7762
Recovery epoch [7/10]: Avg Loss: 0.6260 | Avg Accuracy: 68.93 | Model Sparsity: 0.7762
Recovery epoch [8/10]: Avg Loss: 0.5593 | Avg Accuracy: 68.02 | Model Sparsity: 0.7762
Recovery epoch [9/10]: Avg Loss: 0.5176 | Avg Accuracy: 69.14 | Model Sparsity: 0.7762
Recovery epoch [10/10]: Avg Loss: 0.4586 | Avg Accuracy: 69.98 | Model Sparsity: 0.7762
Epoch [3/5]: Avg Loss: 2.8352 | Avg Accuracy: 40.48 | Avg Perplexity: 0.000 |Model Sparsity: 0.9266
Recovery epoch [1/10]: Avg Loss: 1.8786 | Avg Accuracy: 49.87 | Model Sparsity: 0.9266
Recovery epoch [2/10]: Avg Loss: 1.6056 | Avg Accuracy: 51.79 | Model Sparsity: 0.9266
Recovery epoch [3/10]: Avg Loss: 1.4598 | Avg Accuracy: 55.29 | Model Sparsity: 0.9266
Recovery epoch [4/10]: Avg Loss: 1.3568 | Avg Accuracy: 56.75 | Model Sparsity: 0.9266
Recovery epoch [5/10]: Avg Loss: 1.2849 | Avg Accuracy: 56.71 | Model Sparsity: 0.9266
Recovery epoch [6/10]: Avg Loss: 1.2228 | Avg Accuracy: 58.69 | Model Sparsity: 0.9266
Recovery epoch [7/10]: Avg Loss: 1.1675 | Avg Accuracy: 59.08 | Model Sparsity: 0.9266
Recovery epoch [8/10]: Avg Loss: 1.1026 | Avg Accuracy: 58.92 | Model Sparsity: 0.9266
Recovery epoch [9/10]: Avg Loss: 1.0757 | Avg Accuracy: 60.49 | Model Sparsity: 0.9266
Recovery epoch [10/10]: Avg Loss: 1.0477 | Avg Accuracy: 60.90 | Model Sparsity: 0.9266
Epoch [4/5]: Avg Loss: 3.0609 | Avg Accuracy: 38.74 | Avg Perplexity: 0.000 |Model Sparsity: 0.9821
Recovery epoch [1/10]: Avg Loss: 1.9992 | Avg Accuracy: 45.37 | Model Sparsity: 0.9821
Recovery epoch [2/10]: Avg Loss: 1.8053 | Avg Accuracy: 48.44 | Model Sparsity: 0.9821
Recovery epoch [3/10]: Avg Loss: 1.6736 | Avg Accuracy: 51.13 | Model Sparsity: 0.9821
Recovery epoch [4/10]: Avg Loss: 1.5983 | Avg Accuracy: 52.09 | Model Sparsity: 0.9821
Recovery epoch [5/10]: Avg Loss: 1.5563 | Avg Accuracy: 52.92 | Model Sparsity: 0.9821
Recovery epoch [6/10]: Avg Loss: 1.5020 | Avg Accuracy: 53.35 | Model Sparsity: 0.9821
Recovery epoch [7/10]: Avg Loss: 1.4672 | Avg Accuracy: 53.42 | Model Sparsity: 0.9821
Recovery epoch [8/10]: Avg Loss: 1.4419 | Avg Accuracy: 54.82 | Model Sparsity: 0.9821
Recovery epoch [9/10]: Avg Loss: 1.4115 | Avg Accuracy: 53.97 | Model Sparsity: 0.9821
Recovery epoch [10/10]: Avg Loss: 1.3818 | Avg Accuracy: 55.17 | Model Sparsity: 0.9821
Epoch [5/5]: Avg Loss: 1.6285 | Avg Accuracy: 52.48 | Avg Perplexity: 0.000 |Model Sparsity: 0.99
Recovery epoch [1/10]: Avg Loss: 1.4779 | Avg Accuracy: 53.10 | Model Sparsity: 0.99
Recovery epoch [2/10]: Avg Loss: 1.4422 | Avg Accuracy: 54.81 | Model Sparsity: 0.99
Recovery epoch [3/10]: Avg Loss: 1.4215 | Avg Accuracy: 54.46 | Model Sparsity: 0.99
Recovery epoch [4/10]: Avg Loss: 1.3986 | Avg Accuracy: 55.39 | Model Sparsity: 0.99
Recovery epoch [5/10]: Avg Loss: 1.3784 | Avg Accuracy: 54.71 | Model Sparsity: 0.99
Recovery epoch [6/10]: Avg Loss: 1.3523 | Avg Accuracy: 55.13 | Model Sparsity: 0.99
Recovery epoch [7/10]: Avg Loss: 1.3438 | Avg Accuracy: 56.10 | Model Sparsity: 0.99
Recovery epoch [8/10]: Avg Loss: 1.3118 | Avg Accuracy: 56.44 | Model Sparsity: 0.99
Recovery epoch [9/10]: Avg Loss: 1.3153 | Avg Accuracy: 55.31 | Model Sparsity: 0.99
Recovery epoch [10/10]: Avg Loss: 1.3049 | Avg Accuracy: 55.43 | Model Sparsity: 0.99
