Model : vit_small - Learning Type: cifar10/pruning/movement_pruning/0.99
Configuration:
model_type: cv
model_name: vit_small
model_task: cifar10
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 384
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: movement_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_small/cifar10/vit_small_cifar10_movement_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/vit_small/cifar10/vit_small_cifar10_baseline.pt

Epoch [1/5]: Avg Loss: 0.0730 | Avg Accuracy: 98.18 | Avg Perplexity: 0.000 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 0.0355 | Avg Accuracy: 98.50 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 0.0248 | Avg Accuracy: 98.36 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 0.0214 | Avg Accuracy: 98.29 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 0.0133 | Avg Accuracy: 98.40 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 0.0114 | Avg Accuracy: 98.50 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 0.0138 | Avg Accuracy: 97.94 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 0.0111 | Avg Accuracy: 98.53 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 0.0090 | Avg Accuracy: 98.37 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 0.0079 | Avg Accuracy: 98.40 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 0.0065 | Avg Accuracy: 98.40 | Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 2.6266 | Avg Accuracy: 26.33 | Avg Perplexity: 0.000 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 1.9628 | Avg Accuracy: 28.97 | Model Sparsity: 0.7762
Recovery epoch [2/10]: Avg Loss: 1.8739 | Avg Accuracy: 33.12 | Model Sparsity: 0.7762
Recovery epoch [3/10]: Avg Loss: 1.6872 | Avg Accuracy: 44.32 | Model Sparsity: 0.7762
Recovery epoch [4/10]: Avg Loss: 1.3437 | Avg Accuracy: 58.22 | Model Sparsity: 0.7762
Recovery epoch [5/10]: Avg Loss: 1.0185 | Avg Accuracy: 67.24 | Model Sparsity: 0.7762
Recovery epoch [6/10]: Avg Loss: 0.7542 | Avg Accuracy: 76.90 | Model Sparsity: 0.7762
