Model : vit_tiny - Learning Type: cifar100/pruning/movement_pruning/0.99
Configuration:
model_type: cv
model_name: vit_tiny
model_task: cifar100
num_classes: 100
criterion: CrossEntropyLoss()
embedding_dim: 192
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: movement_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_tiny/cifar100/vit_tiny_cifar100_movement_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/vit_tiny/cifar100/vit_tiny_cifar100_baseline.pt

Epoch [1/5]: Avg Loss: 1.2914 | Avg Accuracy: 68.49 | Avg Perplexity: 0.000 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 0.7451 | Avg Accuracy: 72.20 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 0.5854 | Avg Accuracy: 73.30 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 0.4749 | Avg Accuracy: 74.27 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 0.4095 | Avg Accuracy: 74.45 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 0.3581 | Avg Accuracy: 76.00 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 0.2926 | Avg Accuracy: 75.74 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 0.2473 | Avg Accuracy: 74.43 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 0.2197 | Avg Accuracy: 75.53 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 0.1849 | Avg Accuracy: 75.90 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 0.1567 | Avg Accuracy: 76.09 | Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 4.0739 | Avg Accuracy: 26.09 | Avg Perplexity: 0.000 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 1.9981 | Avg Accuracy: 53.37 | Model Sparsity: 0.7762
Recovery epoch [2/10]: Avg Loss: 1.3455 | Avg Accuracy: 58.92 | Model Sparsity: 0.7762
Recovery epoch [3/10]: Avg Loss: 1.1126 | Avg Accuracy: 61.49 | Model Sparsity: 0.7762
Recovery epoch [4/10]: Avg Loss: 0.9650 | Avg Accuracy: 63.87 | Model Sparsity: 0.7762
Recovery epoch [5/10]: Avg Loss: 0.8816 | Avg Accuracy: 65.46 | Model Sparsity: 0.7762
Recovery epoch [6/10]: Avg Loss: 0.7836 | Avg Accuracy: 65.60 | Model Sparsity: 0.7762
Recovery epoch [7/10]: Avg Loss: 0.7241 | Avg Accuracy: 66.54 | Model Sparsity: 0.7762
Recovery epoch [8/10]: Avg Loss: 0.6568 | Avg Accuracy: 66.64 | Model Sparsity: 0.7762
Recovery epoch [9/10]: Avg Loss: 0.6027 | Avg Accuracy: 66.42 | Model Sparsity: 0.7762
Recovery epoch [10/10]: Avg Loss: 0.5545 | Avg Accuracy: 68.31 | Model Sparsity: 0.7762
Epoch [3/5]: Avg Loss: 2.8607 | Avg Accuracy: 40.71 | Avg Perplexity: 0.000 |Model Sparsity: 0.9266
Recovery epoch [1/10]: Avg Loss: 1.9309 | Avg Accuracy: 48.20 | Model Sparsity: 0.9266
Recovery epoch [2/10]: Avg Loss: 1.6578 | Avg Accuracy: 51.99 | Model Sparsity: 0.9266
Recovery epoch [3/10]: Avg Loss: 1.5235 | Avg Accuracy: 52.99 | Model Sparsity: 0.9266
Recovery epoch [4/10]: Avg Loss: 1.4216 | Avg Accuracy: 55.16 | Model Sparsity: 0.9266
Recovery epoch [5/10]: Avg Loss: 1.3438 | Avg Accuracy: 56.59 | Model Sparsity: 0.9266
Recovery epoch [6/10]: Avg Loss: 1.2675 | Avg Accuracy: 55.37 | Model Sparsity: 0.9266
Recovery epoch [7/10]: Avg Loss: 1.2187 | Avg Accuracy: 56.73 | Model Sparsity: 0.9266
Recovery epoch [8/10]: Avg Loss: 1.1645 | Avg Accuracy: 56.92 | Model Sparsity: 0.9266
Recovery epoch [9/10]: Avg Loss: 1.1306 | Avg Accuracy: 60.13 | Model Sparsity: 0.9266
Recovery epoch [10/10]: Avg Loss: 1.0973 | Avg Accuracy: 59.38 | Model Sparsity: 0.9266
Epoch [4/5]: Avg Loss: 3.0826 | Avg Accuracy: 34.98 | Avg Perplexity: 0.000 |Model Sparsity: 0.9821
Recovery epoch [1/10]: Avg Loss: 2.1496 | Avg Accuracy: 43.40 | Model Sparsity: 0.9821
Recovery epoch [2/10]: Avg Loss: 1.9460 | Avg Accuracy: 45.29 | Model Sparsity: 0.9821
Recovery epoch [3/10]: Avg Loss: 1.8320 | Avg Accuracy: 47.67 | Model Sparsity: 0.9821
Recovery epoch [4/10]: Avg Loss: 1.7459 | Avg Accuracy: 48.21 | Model Sparsity: 0.9821
Recovery epoch [5/10]: Avg Loss: 1.6966 | Avg Accuracy: 49.57 | Model Sparsity: 0.9821
Recovery epoch [6/10]: Avg Loss: 1.6290 | Avg Accuracy: 50.38 | Model Sparsity: 0.9821
Recovery epoch [7/10]: Avg Loss: 1.5920 | Avg Accuracy: 50.44 | Model Sparsity: 0.9821
Recovery epoch [8/10]: Avg Loss: 1.5533 | Avg Accuracy: 51.56 | Model Sparsity: 0.9821
Recovery epoch [9/10]: Avg Loss: 1.5236 | Avg Accuracy: 53.29 | Model Sparsity: 0.9821
Recovery epoch [10/10]: Avg Loss: 1.4859 | Avg Accuracy: 51.17 | Model Sparsity: 0.9821
Epoch [5/5]: Avg Loss: 1.8566 | Avg Accuracy: 47.13 | Avg Perplexity: 0.000 |Model Sparsity: 0.99
Recovery epoch [1/10]: Avg Loss: 1.6921 | Avg Accuracy: 49.31 | Model Sparsity: 0.99
Recovery epoch [2/10]: Avg Loss: 1.6365 | Avg Accuracy: 49.68 | Model Sparsity: 0.99
Recovery epoch [3/10]: Avg Loss: 1.6045 | Avg Accuracy: 51.01 | Model Sparsity: 0.99
Recovery epoch [4/10]: Avg Loss: 1.5636 | Avg Accuracy: 51.04 | Model Sparsity: 0.99
Recovery epoch [5/10]: Avg Loss: 1.5641 | Avg Accuracy: 52.06 | Model Sparsity: 0.99
Recovery epoch [6/10]: Avg Loss: 1.5204 | Avg Accuracy: 50.88 | Model Sparsity: 0.99
Recovery epoch [7/10]: Avg Loss: 1.5091 | Avg Accuracy: 52.22 | Model Sparsity: 0.99
