Model : vgg19 - Learning Type: mnist/pruning/magnitude_pruning/0.99
Configuration:
model_type: cv
model_name: vgg19
model_task: mnist
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 4096
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 512
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vgg19/mnist/vgg19_mnist_magnitude_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/vgg19/mnist/vgg19_mnist_baseline.pt

Epoch [1/5]: Avg Loss: 0.0009 | Avg Accuracy: 99.32 | Avg Perplexity: 0.000 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 0.0038 | Avg Accuracy: 99.38 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 0.0026 | Avg Accuracy: 99.45 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 0.0018 | Avg Accuracy: 99.35 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 0.0029 | Avg Accuracy: 99.28 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 0.0028 | Avg Accuracy: 99.35 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 0.0035 | Avg Accuracy: 99.35 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 0.0034 | Avg Accuracy: 99.46 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 0.0045 | Avg Accuracy: 99.37 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 0.0024 | Avg Accuracy: 99.49 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 0.0026 | Avg Accuracy: 99.31 | Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 0.0039 | Avg Accuracy: 99.39 | Avg Perplexity: 0.000 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 0.0028 | Avg Accuracy: 99.23 | Model Sparsity: 0.7762
Recovery epoch [2/10]: Avg Loss: 0.0027 | Avg Accuracy: 99.33 | Model Sparsity: 0.7762
Recovery epoch [3/10]: Avg Loss: 0.0024 | Avg Accuracy: 99.43 | Model Sparsity: 0.7762
