Model : vit_tiny - Learning Type: emnist/pruning/movement_pruning/0.99
Configuration:
model_type: cv
model_name: vit_tiny
model_task: emnist
num_classes: 47
criterion: CrossEntropyLoss()
embedding_dim: 192
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: movement_pruning
target_sparsity: 0.99
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_tiny/emnist/vit_tiny_emnist_movement_pruning_0.99_pruning.pt
finetuned_weights: /dbfs/research/vit_tiny/emnist/vit_tiny_emnist_baseline.pt

Epoch [1/5]: Avg Loss: 3.6804 | Avg Accuracy: 5.69 | Avg Perplexity: 0.000 |Model Sparsity: 0.4831
Recovery epoch [1/10]: Avg Loss: 3.2647 | Avg Accuracy: 20.50 | Model Sparsity: 0.4831
Recovery epoch [2/10]: Avg Loss: 1.3387 | Avg Accuracy: 78.66 | Model Sparsity: 0.4831
Recovery epoch [3/10]: Avg Loss: 0.5066 | Avg Accuracy: 84.12 | Model Sparsity: 0.4831
Recovery epoch [4/10]: Avg Loss: 0.4007 | Avg Accuracy: 85.98 | Model Sparsity: 0.4831
Recovery epoch [5/10]: Avg Loss: 0.3543 | Avg Accuracy: 86.50 | Model Sparsity: 0.4831
Recovery epoch [6/10]: Avg Loss: 0.3295 | Avg Accuracy: 87.26 | Model Sparsity: 0.4831
Recovery epoch [7/10]: Avg Loss: 0.3130 | Avg Accuracy: 87.29 | Model Sparsity: 0.4831
Recovery epoch [8/10]: Avg Loss: 0.3030 | Avg Accuracy: 88.13 | Model Sparsity: 0.4831
Recovery epoch [9/10]: Avg Loss: 0.2903 | Avg Accuracy: 87.44 | Model Sparsity: 0.4831
Recovery epoch [10/10]: Avg Loss: 0.2839 | Avg Accuracy: 88.70 | Model Sparsity: 0.4831
Epoch [2/5]: Avg Loss: 0.4399 | Avg Accuracy: 86.08 | Avg Perplexity: 0.000 |Model Sparsity: 0.7762
Recovery epoch [1/10]: Avg Loss: 0.3411 | Avg Accuracy: 86.74 | Model Sparsity: 0.7762
