Model : vgg11 - Learning Type: cifar100/pruning/movement_pruning/0.97
Configuration:
model_type: cv
model_name: vgg11
model_task: cifar100
num_classes: 100
criterion: CrossEntropyLoss()
embedding_dim: 4096
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 512
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: movement_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vgg11/cifar100/vgg11_cifar100_movement_pruning_0.97_pruning.pt
finetuned_weights: /dbfs/research/vgg11/cifar100/vgg11_cifar100_baseline.pt

Epoch [1/5]: Avg Loss: 0.1823 | Avg Accuracy: 63.881 | Avg Perplexity: 0.000 |Model Sparsity: 0.4734
Recovery epoch [1/10]: Avg Loss: 0.2285 | Avg Accuracy: 64.328 | Model Sparsity: 0.4734
Recovery epoch [2/10]: Avg Loss: 0.2166 | Avg Accuracy: 63.783 | Model Sparsity: 0.4734
Recovery epoch [3/10]: Avg Loss: 0.2136 | Avg Accuracy: 63.937 | Model Sparsity: 0.4734
Recovery epoch [4/10]: Avg Loss: 0.2060 | Avg Accuracy: 63.518 | Model Sparsity: 0.4734
Recovery epoch [5/10]: Avg Loss: 0.1958 | Avg Accuracy: 63.546 | Model Sparsity: 0.4734
Recovery epoch [6/10]: Avg Loss: 0.1989 | Avg Accuracy: 63.811 | Model Sparsity: 0.4734
Recovery epoch [7/10]: Avg Loss: 0.1857 | Avg Accuracy: 63.756 | Model Sparsity: 0.4734
Recovery epoch [8/10]: Avg Loss: 0.1692 | Avg Accuracy: 63.895 | Model Sparsity: 0.4734
Recovery epoch [9/10]: Avg Loss: 0.1631 | Avg Accuracy: 64.355 | Model Sparsity: 0.4734
Recovery epoch [10/10]: Avg Loss: 0.1558 | Avg Accuracy: 63.839 | Model Sparsity: 0.4734
Epoch [2/5]: Avg Loss: 0.2323 | Avg Accuracy: 64.272 | Avg Perplexity: 0.000 |Model Sparsity: 0.7605
Recovery epoch [1/10]: Avg Loss: 0.2140 | Avg Accuracy: 63.993 | Model Sparsity: 0.7605
Recovery epoch [2/10]: Avg Loss: 0.1922 | Avg Accuracy: 64.202 | Model Sparsity: 0.7605
Recovery epoch [3/10]: Avg Loss: 0.1854 | Avg Accuracy: 63.839 | Model Sparsity: 0.7605
Recovery epoch [4/10]: Avg Loss: 0.1796 | Avg Accuracy: 64.174 | Model Sparsity: 0.7605
