Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/wanda_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 4
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: wanda_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_wanda_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 1.5288 | Avg Accuracy: 64.37 | Avg Perplexity: 5.654 | Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 1.5299 | Avg Accuracy: 64.05 | Avg Perplexity: 5.722 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 1.5215 | Avg Accuracy: 63.84 | Avg Perplexity: 5.842 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 1.5218 | Avg Accuracy: 64.35 | Avg Perplexity: 5.625 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 1.5133 | Avg Accuracy: 63.80 | Avg Perplexity: 5.886 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 1.5042 | Avg Accuracy: 64.10 | Avg Perplexity: 5.693 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 1.5100 | Avg Accuracy: 63.51 | Avg Perplexity: 5.833 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 1.5071 | Avg Accuracy: 63.92 | Avg Perplexity: 5.748 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 1.5070 | Avg Accuracy: 63.99 | Avg Perplexity: 5.838 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 1.5097 | Avg Accuracy: 64.02 | Avg Perplexity: 5.750 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 1.5011 | Avg Accuracy: 63.98 | Avg Perplexity: 5.789 | Model Sparsity: 0.4636
