Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/wanda_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: wanda_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_wanda_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 1.8191 | Avg Accuracy: 61.62 | Avg Perplexity: 6.643 | Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 1.7520 | Avg Accuracy: 61.70 | Avg Perplexity: 6.603 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 1.7319 | Avg Accuracy: 61.20 | Avg Perplexity: 6.702 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 1.7141 | Avg Accuracy: 61.99 | Avg Perplexity: 6.467 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 1.6965 | Avg Accuracy: 61.92 | Avg Perplexity: 6.601 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 1.6809 | Avg Accuracy: 62.17 | Avg Perplexity: 6.434 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 1.6652 | Avg Accuracy: 61.80 | Avg Perplexity: 6.587 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 1.6478 | Avg Accuracy: 62.02 | Avg Perplexity: 6.445 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 1.6353 | Avg Accuracy: 62.20 | Avg Perplexity: 6.443 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 1.6219 | Avg Accuracy: 62.74 | Avg Perplexity: 6.197 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 1.6161 | Avg Accuracy: 62.54 | Avg Perplexity: 6.269 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 3.4456 | Avg Accuracy: 47.23 | Avg Perplexity: 18.496 | Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 2.8287 | Avg Accuracy: 49.31 | Avg Perplexity: 15.804 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 2.6812 | Avg Accuracy: 50.66 | Avg Perplexity: 14.409 | Model Sparsity: 0.7448
Recovery epoch [3/10]: Avg Loss: 2.5865 | Avg Accuracy: 51.44 | Avg Perplexity: 13.747 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 2.5101 | Avg Accuracy: 51.58 | Avg Perplexity: 13.376 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 2.4545 | Avg Accuracy: 52.01 | Avg Perplexity: 13.144 | Model Sparsity: 0.7448
Recovery epoch [6/10]: Avg Loss: 2.4199 | Avg Accuracy: 52.47 | Avg Perplexity: 12.582 | Model Sparsity: 0.7448
Recovery epoch [7/10]: Avg Loss: 2.3757 | Avg Accuracy: 53.74 | Avg Perplexity: 11.624 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 2.3313 | Avg Accuracy: 53.38 | Avg Perplexity: 11.953 | Model Sparsity: 0.7448
