Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/wanda_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: wanda_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_wanda_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 1.8055 | Avg Accuracy: 61.46 | Avg Perplexity: 6.710 | Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 1.7580 | Avg Accuracy: 62.03 | Avg Perplexity: 6.600 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 1.7244 | Avg Accuracy: 61.92 | Avg Perplexity: 6.535 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 1.7203 | Avg Accuracy: 62.10 | Avg Perplexity: 6.540 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 1.6924 | Avg Accuracy: 61.77 | Avg Perplexity: 6.570 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 1.6718 | Avg Accuracy: 61.94 | Avg Perplexity: 6.602 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 1.6570 | Avg Accuracy: 61.93 | Avg Perplexity: 6.508 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 1.6493 | Avg Accuracy: 61.46 | Avg Perplexity: 6.690 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 1.6322 | Avg Accuracy: 62.50 | Avg Perplexity: 6.267 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 1.6280 | Avg Accuracy: 62.44 | Avg Perplexity: 6.390 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 1.6145 | Avg Accuracy: 62.69 | Avg Perplexity: 6.235 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 3.4565 | Avg Accuracy: 47.03 | Avg Perplexity: 18.390 | Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 2.8343 | Avg Accuracy: 49.03 | Avg Perplexity: 16.397 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 2.6849 | Avg Accuracy: 49.94 | Avg Perplexity: 15.073 | Model Sparsity: 0.7448
Recovery epoch [3/10]: Avg Loss: 2.5763 | Avg Accuracy: 50.73 | Avg Perplexity: 14.273 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 2.5095 | Avg Accuracy: 51.59 | Avg Perplexity: 13.366 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 2.4531 | Avg Accuracy: 52.41 | Avg Perplexity: 12.975 | Model Sparsity: 0.7448
