Model : vgg19 - Learning Type: mnist/bacp_finetune/movement_pruning/0.95
Configuration:
model_type: cv
model_name: vgg19
model_task: mnist
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 4096
epochs: 50
pruning_epochs: 50
recovery_epochs: 10
batch_size: 512
learning_rate: 0.0001
learning_type: bacp_finetune
optimizer_type: adamw
prune: False
pruning_type: movement_pruning
target_sparsity: 0.95
sparsity_scheduler: linear
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vgg19/mnist/vgg19_mnist_movement_pruning_0.95_bacp_finetune.pt
finetuned_weights: /dbfs/research/vgg19/mnist/vgg19_mnist_movement_pruning_0.95_bacp_pruning.pt

Epoch [1/50]: Avg Loss: 0.2976 | Avg Accuracy: 99.17 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [2/50]: Avg Loss: 0.0287 | Avg Accuracy: 99.36 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [3/50]: Avg Loss: 0.0262 | Avg Accuracy: 99.21 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [4/50]: Avg Loss: 0.0237 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [5/50]: Avg Loss: 0.0209 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [6/50]: Avg Loss: 0.0199 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [7/50]: Avg Loss: 0.0194 | Avg Accuracy: 99.38 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [8/50]: Avg Loss: 0.0172 | Avg Accuracy: 99.36 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [9/50]: Avg Loss: 0.0158 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [10/50]: Avg Loss: 0.0150 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [11/50]: Avg Loss: 0.0142 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [12/50]: Avg Loss: 0.0147 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [13/50]: Avg Loss: 0.0127 | Avg Accuracy: 99.43 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [14/50]: Avg Loss: 0.0138 | Avg Accuracy: 99.40 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [15/50]: Avg Loss: 0.0116 | Avg Accuracy: 99.45 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [16/50]: Avg Loss: 0.0109 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [17/50]: Avg Loss: 0.0103 | Avg Accuracy: 99.36 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [18/50]: Avg Loss: 0.0100 | Avg Accuracy: 99.36 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [19/50]: Avg Loss: 0.0101 | Avg Accuracy: 99.37 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [20/50]: Avg Loss: 0.0082 | Avg Accuracy: 99.31 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [21/50]: Avg Loss: 0.0085 | Avg Accuracy: 99.33 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [22/50]: Avg Loss: 0.0081 | Avg Accuracy: 99.47 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [23/50]: Avg Loss: 0.0088 | Avg Accuracy: 99.56 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [24/50]: Avg Loss: 0.0088 | Avg Accuracy: 99.43 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [25/50]: Avg Loss: 0.0062 | Avg Accuracy: 99.32 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [26/50]: Avg Loss: 0.0078 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [27/50]: Avg Loss: 0.0068 | Avg Accuracy: 99.30 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [28/50]: Avg Loss: 0.0061 | Avg Accuracy: 99.36 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [29/50]: Avg Loss: 0.0066 | Avg Accuracy: 99.36 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [30/50]: Avg Loss: 0.0060 | Avg Accuracy: 99.45 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [31/50]: Avg Loss: 0.0066 | Avg Accuracy: 99.40 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [32/50]: Avg Loss: 0.0063 | Avg Accuracy: 99.28 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [33/50]: Avg Loss: 0.0045 | Avg Accuracy: 99.37 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [34/50]: Avg Loss: 0.0053 | Avg Accuracy: 99.30 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [35/50]: Avg Loss: 0.0049 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [36/50]: Avg Loss: 0.0047 | Avg Accuracy: 99.46 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [37/50]: Avg Loss: 0.0051 | Avg Accuracy: 99.32 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [38/50]: Avg Loss: 0.0047 | Avg Accuracy: 99.22 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [39/50]: Avg Loss: 0.0043 | Avg Accuracy: 99.33 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [40/50]: Avg Loss: 0.0053 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [41/50]: Avg Loss: 0.0050 | Avg Accuracy: 99.38 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [42/50]: Avg Loss: 0.0038 | Avg Accuracy: 99.35 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
Epoch [43/50]: Avg Loss: 0.0045 | Avg Accuracy: 99.25 | Avg Perplexity: 0.000 |Model Sparsity: 0.9721
