Model : vit_tiny - Learning Type: svhn/pruning/magnitude_pruning/0.95
Configuration:
model_type: cv
model_name: vit_tiny
model_task: svhn
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 192
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_tiny/svhn/vit_tiny_svhn_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/vit_tiny/svhn/vit_tiny_svhn_baseline.pt

Epoch [1/5]: Avg Loss: 0.1595 | Avg Accuracy: 93.98 | Avg Perplexity: 0.000 |Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 0.1216 | Avg Accuracy: 94.65 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 0.1070 | Avg Accuracy: 95.12 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 0.0941 | Avg Accuracy: 94.72 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 0.0900 | Avg Accuracy: 95.09 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 0.0824 | Avg Accuracy: 94.89 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 0.0787 | Avg Accuracy: 94.85 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 0.0751 | Avg Accuracy: 94.75 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 0.0709 | Avg Accuracy: 94.76 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 0.0708 | Avg Accuracy: 94.74 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 0.0674 | Avg Accuracy: 94.42 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 2.3465 | Avg Accuracy: 19.13 | Avg Perplexity: 0.000 |Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 2.2474 | Avg Accuracy: 19.13 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 2.2428 | Avg Accuracy: 19.13 | Model Sparsity: 0.7448
Recovery epoch [3/10]: Avg Loss: 2.2360 | Avg Accuracy: 21.88 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 2.1609 | Avg Accuracy: 31.61 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 0.9468 | Avg Accuracy: 87.71 | Model Sparsity: 0.7448
Recovery epoch [6/10]: Avg Loss: 0.2710 | Avg Accuracy: 92.33 | Model Sparsity: 0.7448
Recovery epoch [7/10]: Avg Loss: 0.2126 | Avg Accuracy: 93.06 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 0.1915 | Avg Accuracy: 93.02 | Model Sparsity: 0.7448
Recovery epoch [9/10]: Avg Loss: 0.1731 | Avg Accuracy: 93.84 | Model Sparsity: 0.7448
