Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/magnitude_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 2.7393 | Avg Accuracy: 52.936 | Avg Perplexity: 17.547 |Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 2.5951 | Avg Accuracy: 53.732 | Avg Perplexity: 16.534 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 2.5443 | Avg Accuracy: 53.990 | Avg Perplexity: 15.932 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 2.4952 | Avg Accuracy: 54.527 | Avg Perplexity: 15.867 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 2.4494 | Avg Accuracy: 54.933 | Avg Perplexity: 14.955 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 2.4271 | Avg Accuracy: 54.708 | Avg Perplexity: 14.911 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 2.3873 | Avg Accuracy: 55.070 | Avg Perplexity: 14.350 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 2.3607 | Avg Accuracy: 55.586 | Avg Perplexity: 14.143 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 2.3311 | Avg Accuracy: 55.478 | Avg Perplexity: 13.833 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 2.3042 | Avg Accuracy: 55.801 | Avg Perplexity: 13.431 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 2.2766 | Avg Accuracy: 55.456 | Avg Perplexity: 13.954 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 4.9558 | Avg Accuracy: 38.512 | Avg Perplexity: 53.381 |Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 3.7609 | Avg Accuracy: 41.650 | Avg Perplexity: 40.426 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 3.4891 | Avg Accuracy: 43.856 | Avg Perplexity: 32.937 | Model Sparsity: 0.7448
Recovery epoch [3/10]: Avg Loss: 3.3214 | Avg Accuracy: 44.781 | Avg Perplexity: 30.650 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 3.2076 | Avg Accuracy: 45.434 | Avg Perplexity: 28.509 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 3.1205 | Avg Accuracy: 46.568 | Avg Perplexity: 26.670 | Model Sparsity: 0.7448
Recovery epoch [6/10]: Avg Loss: 3.0625 | Avg Accuracy: 47.142 | Avg Perplexity: 25.776 | Model Sparsity: 0.7448
