Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/magnitude_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 2.6166 | Avg Accuracy: 54.229 | Avg Perplexity: 15.840 |Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 2.5181 | Avg Accuracy: 54.180 | Avg F1: 15.815 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 2.4765 | Avg Accuracy: 55.148 | Avg F1: 15.235 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 2.4387 | Avg Accuracy: 55.288 | Avg F1: 14.895 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 2.4229 | Avg Accuracy: 55.173 | Avg F1: 14.800 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 2.3939 | Avg Accuracy: 55.036 | Avg F1: 14.622 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 2.3716 | Avg Accuracy: 55.613 | Avg F1: 14.342 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 2.3535 | Avg Accuracy: 55.557 | Avg F1: 14.185 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 2.3304 | Avg Accuracy: 55.751 | Avg F1: 14.006 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 2.3183 | Avg Accuracy: 55.673 | Avg F1: 13.869 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 2.2950 | Avg Accuracy: 56.126 | Avg F1: 13.707 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 5.2292 | Avg Accuracy: 39.389 | Avg Perplexity: 85.144 |Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 4.2867 | Avg Accuracy: 41.754 | Avg F1: 64.467 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 4.0297 | Avg Accuracy: 43.343 | Avg F1: 53.766 | Model Sparsity: 0.7448
