Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/magnitude_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 2.7436 | Avg Accuracy: 52.662 | Avg Perplexity: 17.923 |Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 2.6035 | Avg Accuracy: 53.381 | Avg Perplexity: 16.271 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 2.5417 | Avg Accuracy: 54.117 | Avg Perplexity: 15.840 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 2.5055 | Avg Accuracy: 54.858 | Avg Perplexity: 14.688 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 2.4559 | Avg Accuracy: 54.628 | Avg Perplexity: 15.176 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 2.4194 | Avg Accuracy: 54.760 | Avg Perplexity: 14.989 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 2.3840 | Avg Accuracy: 54.951 | Avg Perplexity: 14.703 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 2.3510 | Avg Accuracy: 55.107 | Avg Perplexity: 14.430 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 2.3212 | Avg Accuracy: 55.224 | Avg Perplexity: 13.599 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 2.3065 | Avg Accuracy: 55.857 | Avg Perplexity: 13.699 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 2.2741 | Avg Accuracy: 55.506 | Avg Perplexity: 13.830 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 4.9441 | Avg Accuracy: 37.812 | Avg Perplexity: 55.273 |Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 3.7690 | Avg Accuracy: 41.503 | Avg Perplexity: 40.914 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 3.4821 | Avg Accuracy: 43.578 | Avg Perplexity: 33.738 | Model Sparsity: 0.7448
Recovery epoch [3/10]: Avg Loss: 3.3260 | Avg Accuracy: 44.684 | Avg Perplexity: 31.401 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 3.2171 | Avg Accuracy: 45.711 | Avg Perplexity: 29.273 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 3.1267 | Avg Accuracy: 46.432 | Avg Perplexity: 27.372 | Model Sparsity: 0.7448
Recovery epoch [6/10]: Avg Loss: 3.0562 | Avg Accuracy: 46.729 | Avg Perplexity: 25.856 | Model Sparsity: 0.7448
Recovery epoch [7/10]: Avg Loss: 3.0029 | Avg Accuracy: 48.347 | Avg Perplexity: 23.371 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 2.9433 | Avg Accuracy: 47.902 | Avg Perplexity: 23.972 | Model Sparsity: 0.7448
Recovery epoch [9/10]: Avg Loss: 2.8935 | Avg Accuracy: 48.327 | Avg Perplexity: 22.777 | Model Sparsity: 0.7448
Recovery epoch [10/10]: Avg Loss: 2.8541 | Avg Accuracy: 48.774 | Avg Perplexity: 21.894 | Model Sparsity: 0.7448
Epoch [3/5]: Avg Loss: 5.8938 | Avg Accuracy: 26.274 | Avg Perplexity: 185.399 |Model Sparsity: 0.8892
Recovery epoch [1/10]: Avg Loss: 5.0131 | Avg Accuracy: 29.861 | Avg Perplexity: 122.330 | Model Sparsity: 0.8892
Recovery epoch [2/10]: Avg Loss: 4.6261 | Avg Accuracy: 32.618 | Avg Perplexity: 94.377 | Model Sparsity: 0.8892
Recovery epoch [3/10]: Avg Loss: 4.3961 | Avg Accuracy: 33.761 | Avg Perplexity: 82.380 | Model Sparsity: 0.8892
Recovery epoch [4/10]: Avg Loss: 4.2215 | Avg Accuracy: 34.887 | Avg Perplexity: 74.315 | Model Sparsity: 0.8892
Recovery epoch [5/10]: Avg Loss: 4.1054 | Avg Accuracy: 35.951 | Avg Perplexity: 66.838 | Model Sparsity: 0.8892
Recovery epoch [6/10]: Avg Loss: 3.9928 | Avg Accuracy: 36.652 | Avg Perplexity: 62.040 | Model Sparsity: 0.8892
Recovery epoch [7/10]: Avg Loss: 3.9073 | Avg Accuracy: 37.254 | Avg Perplexity: 58.355 | Model Sparsity: 0.8892
