Model : distilbert-base-uncased - Learning Type: wikitext2/pruning/magnitude_pruning/0.95
Configuration:
model_type: llm
model_name: distilbert-base-uncased
model_task: wikitext2
num_classes: 30522
criterion: CrossEntropyLoss()
embedding_dim: 768
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 64
learning_rate: 5e-05
learning_type: pruning
optimizer_type: adamw
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/distilbert-base-uncased/wikitext2/distilbert-base-uncased_wikitext2_baseline.pt

Epoch [1/5]: Avg Loss: 1.5190 | Avg Accuracy: 64.14 | Avg Perplexity: 5.710 | Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 1.5229 | Avg Accuracy: 64.32 | Avg Perplexity: 5.614 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 1.5297 | Avg Accuracy: 64.09 | Avg Perplexity: 5.667 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 1.5283 | Avg Accuracy: 64.59 | Avg Perplexity: 5.648 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 1.5137 | Avg Accuracy: 63.75 | Avg Perplexity: 5.719 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 1.5193 | Avg Accuracy: 63.80 | Avg Perplexity: 5.846 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 1.5150 | Avg Accuracy: 64.50 | Avg Perplexity: 5.580 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 1.5164 | Avg Accuracy: 64.15 | Avg Perplexity: 5.685 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 1.5116 | Avg Accuracy: 64.01 | Avg Perplexity: 5.686 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 1.5112 | Avg Accuracy: 63.67 | Avg Perplexity: 5.875 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 1.5111 | Avg Accuracy: 64.15 | Avg Perplexity: 5.586 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 1.5092 | Avg Accuracy: 64.21 | Avg Perplexity: 5.641 | Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 1.5042 | Avg Accuracy: 64.74 | Avg Perplexity: 5.615 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 1.5110 | Avg Accuracy: 64.36 | Avg Perplexity: 5.666 | Model Sparsity: 0.7448
Recovery epoch [3/10]: Avg Loss: 1.5026 | Avg Accuracy: 64.30 | Avg Perplexity: 5.665 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 1.5016 | Avg Accuracy: 64.25 | Avg Perplexity: 5.598 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 1.5017 | Avg Accuracy: 64.17 | Avg Perplexity: 5.660 | Model Sparsity: 0.7448
