Model : vit_tiny - Learning Type: cifar10/pruning/magnitude_pruning/0.95
Configuration:
model_type: cv
model_name: vit_tiny
model_task: cifar10
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 192
epochs: 5
pruning_epochs: 5
recovery_epochs: 10
batch_size: 256
learning_rate: 0.01
learning_type: pruning
optimizer_type: sgd
prune: True
pruning_type: magnitude_pruning
target_sparsity: 0.95
sparsity_scheduler: cubic
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vit_tiny/cifar10/vit_tiny_cifar10_magnitude_pruning_0.95_pruning.pt
finetuned_weights: /dbfs/research/vit_tiny/cifar10/vit_tiny_cifar10_baseline.pt

Epoch [1/5]: Avg Loss: 0.1469 | Avg Accuracy: 94.49 | Avg Perplexity: 0.000 |Model Sparsity: 0.4636
Recovery epoch [1/10]: Avg Loss: 0.0972 | Avg Accuracy: 94.22 | Model Sparsity: 0.4636
Recovery epoch [2/10]: Avg Loss: 0.0773 | Avg Accuracy: 94.69 | Model Sparsity: 0.4636
Recovery epoch [3/10]: Avg Loss: 0.0638 | Avg Accuracy: 94.23 | Model Sparsity: 0.4636
Recovery epoch [4/10]: Avg Loss: 0.0617 | Avg Accuracy: 95.38 | Model Sparsity: 0.4636
Recovery epoch [5/10]: Avg Loss: 0.0506 | Avg Accuracy: 94.94 | Model Sparsity: 0.4636
Recovery epoch [6/10]: Avg Loss: 0.0456 | Avg Accuracy: 95.11 | Model Sparsity: 0.4636
Recovery epoch [7/10]: Avg Loss: 0.0406 | Avg Accuracy: 95.14 | Model Sparsity: 0.4636
Recovery epoch [8/10]: Avg Loss: 0.0387 | Avg Accuracy: 95.35 | Model Sparsity: 0.4636
Recovery epoch [9/10]: Avg Loss: 0.0349 | Avg Accuracy: 94.92 | Model Sparsity: 0.4636
Recovery epoch [10/10]: Avg Loss: 0.0358 | Avg Accuracy: 95.08 | Model Sparsity: 0.4636
Epoch [2/5]: Avg Loss: 2.3108 | Avg Accuracy: 27.24 | Avg Perplexity: 0.000 |Model Sparsity: 0.7448
Recovery epoch [1/10]: Avg Loss: 1.9157 | Avg Accuracy: 33.76 | Model Sparsity: 0.7448
Recovery epoch [2/10]: Avg Loss: 1.6605 | Avg Accuracy: 46.94 | Model Sparsity: 0.7448
Recovery epoch [3/10]: Avg Loss: 1.3293 | Avg Accuracy: 58.63 | Model Sparsity: 0.7448
Recovery epoch [4/10]: Avg Loss: 1.0623 | Avg Accuracy: 69.88 | Model Sparsity: 0.7448
Recovery epoch [5/10]: Avg Loss: 0.8116 | Avg Accuracy: 73.60 | Model Sparsity: 0.7448
Recovery epoch [6/10]: Avg Loss: 0.6522 | Avg Accuracy: 79.31 | Model Sparsity: 0.7448
Recovery epoch [7/10]: Avg Loss: 0.4956 | Avg Accuracy: 83.65 | Model Sparsity: 0.7448
Recovery epoch [8/10]: Avg Loss: 0.4059 | Avg Accuracy: 84.82 | Model Sparsity: 0.7448
Recovery epoch [9/10]: Avg Loss: 0.3515 | Avg Accuracy: 86.26 | Model Sparsity: 0.7448
Recovery epoch [10/10]: Avg Loss: 0.3027 | Avg Accuracy: 88.03 | Model Sparsity: 0.7448
Epoch [3/5]: Avg Loss: 0.9278 | Avg Accuracy: 76.78 | Avg Perplexity: 0.000 |Model Sparsity: 0.8892
Recovery epoch [1/10]: Avg Loss: 0.6153 | Avg Accuracy: 78.08 | Model Sparsity: 0.8892
Recovery epoch [2/10]: Avg Loss: 0.5449 | Avg Accuracy: 80.19 | Model Sparsity: 0.8892
Recovery epoch [3/10]: Avg Loss: 0.5144 | Avg Accuracy: 81.95 | Model Sparsity: 0.8892
Recovery epoch [4/10]: Avg Loss: 0.4739 | Avg Accuracy: 83.86 | Model Sparsity: 0.8892
Recovery epoch [5/10]: Avg Loss: 0.4465 | Avg Accuracy: 84.16 | Model Sparsity: 0.8892
Recovery epoch [6/10]: Avg Loss: 0.4239 | Avg Accuracy: 84.48 | Model Sparsity: 0.8892
Recovery epoch [7/10]: Avg Loss: 0.4178 | Avg Accuracy: 83.84 | Model Sparsity: 0.8892
Recovery epoch [8/10]: Avg Loss: 0.4177 | Avg Accuracy: 84.67 | Model Sparsity: 0.8892
Recovery epoch [9/10]: Avg Loss: 0.3898 | Avg Accuracy: 83.65 | Model Sparsity: 0.8892
Recovery epoch [10/10]: Avg Loss: 0.3869 | Avg Accuracy: 84.94 | Model Sparsity: 0.8892
Epoch [4/5]: Avg Loss: 0.6376 | Avg Accuracy: 80.41 | Avg Perplexity: 0.000 |Model Sparsity: 0.9424
Recovery epoch [1/10]: Avg Loss: 0.4998 | Avg Accuracy: 81.05 | Model Sparsity: 0.9424
Recovery epoch [2/10]: Avg Loss: 0.4653 | Avg Accuracy: 83.22 | Model Sparsity: 0.9424
Recovery epoch [3/10]: Avg Loss: 0.4311 | Avg Accuracy: 83.81 | Model Sparsity: 0.9424
Recovery epoch [4/10]: Avg Loss: 0.4248 | Avg Accuracy: 84.31 | Model Sparsity: 0.9424
Recovery epoch [5/10]: Avg Loss: 0.4152 | Avg Accuracy: 83.22 | Model Sparsity: 0.9424
Recovery epoch [6/10]: Avg Loss: 0.4043 | Avg Accuracy: 84.04 | Model Sparsity: 0.9424
Recovery epoch [7/10]: Avg Loss: 0.4022 | Avg Accuracy: 85.14 | Model Sparsity: 0.9424
Recovery epoch [8/10]: Avg Loss: 0.3886 | Avg Accuracy: 84.91 | Model Sparsity: 0.9424
Recovery epoch [9/10]: Avg Loss: 0.3839 | Avg Accuracy: 84.99 | Model Sparsity: 0.9424
Recovery epoch [10/10]: Avg Loss: 0.3763 | Avg Accuracy: 84.52 | Model Sparsity: 0.9424
Epoch [5/5]: Avg Loss: 0.4086 | Avg Accuracy: 84.81 | Avg Perplexity: 0.000 |Model Sparsity: 0.95
Recovery epoch [1/10]: Avg Loss: 0.3813 | Avg Accuracy: 85.71 | Model Sparsity: 0.95
Recovery epoch [2/10]: Avg Loss: 0.3635 | Avg Accuracy: 86.44 | Model Sparsity: 0.95
Recovery epoch [3/10]: Avg Loss: 0.3557 | Avg Accuracy: 82.17 | Model Sparsity: 0.95
Recovery epoch [4/10]: Avg Loss: 0.3537 | Avg Accuracy: 84.99 | Model Sparsity: 0.95
Recovery epoch [5/10]: Avg Loss: 0.3515 | Avg Accuracy: 84.58 | Model Sparsity: 0.95
Recovery epoch [6/10]: Avg Loss: 0.3539 | Avg Accuracy: 86.22 | Model Sparsity: 0.95
Recovery epoch [7/10]: Avg Loss: 0.3428 | Avg Accuracy: 85.71 | Model Sparsity: 0.95
Recovery epoch [8/10]: Avg Loss: 0.3395 | Avg Accuracy: 84.94 | Model Sparsity: 0.95
Recovery epoch [9/10]: Avg Loss: 0.3452 | Avg Accuracy: 85.26 | Model Sparsity: 0.95
Recovery epoch [10/10]: Avg Loss: 0.3420 | Avg Accuracy: 84.31 | Model Sparsity: 0.95
