Model : vgg19 - Learning Type: mnist/bacp_finetune/magnitude_pruning/0.97
Configuration:
model_type: cv
model_name: vgg19
model_task: mnist
num_classes: 10
criterion: CrossEntropyLoss()
embedding_dim: 4096
epochs: 50
pruning_epochs: 50
recovery_epochs: 10
batch_size: 512
learning_rate: 0.0001
learning_type: bacp_finetune
optimizer_type: adamw
prune: False
pruning_type: magnitude_pruning
target_sparsity: 0.97
sparsity_scheduler: linear
enable_mixed_precision: True
device: cuda
save_path: /dbfs/research/vgg19/mnist/vgg19_mnist_magnitude_pruning_0.97_bacp_finetune.pt
finetuned_weights: /dbfs/research/vgg19/mnist/vgg19_mnist_magnitude_pruning_0.97_bacp_pruning.pt

Epoch [1/50]: Avg Loss: 0.1846 | Avg Accuracy: 99.64 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [2/50]: Avg Loss: 0.0105 | Avg Accuracy: 99.72 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [3/50]: Avg Loss: 0.0076 | Avg Accuracy: 99.67 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [4/50]: Avg Loss: 0.0087 | Avg Accuracy: 99.62 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [5/50]: Avg Loss: 0.0081 | Avg Accuracy: 99.64 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [6/50]: Avg Loss: 0.0070 | Avg Accuracy: 99.69 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [7/50]: Avg Loss: 0.0070 | Avg Accuracy: 99.71 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [8/50]: Avg Loss: 0.0059 | Avg Accuracy: 99.69 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [9/50]: Avg Loss: 0.0081 | Avg Accuracy: 99.71 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [10/50]: Avg Loss: 0.0057 | Avg Accuracy: 99.72 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [11/50]: Avg Loss: 0.0061 | Avg Accuracy: 99.68 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [12/50]: Avg Loss: 0.0054 | Avg Accuracy: 99.66 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [13/50]: Avg Loss: 0.0045 | Avg Accuracy: 99.75 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [14/50]: Avg Loss: 0.0046 | Avg Accuracy: 99.74 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [15/50]: Avg Loss: 0.0049 | Avg Accuracy: 99.60 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [16/50]: Avg Loss: 0.0046 | Avg Accuracy: 99.61 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [17/50]: Avg Loss: 0.0048 | Avg Accuracy: 99.71 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [18/50]: Avg Loss: 0.0041 | Avg Accuracy: 99.70 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [19/50]: Avg Loss: 0.0053 | Avg Accuracy: 99.68 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [20/50]: Avg Loss: 0.0043 | Avg Accuracy: 99.61 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [21/50]: Avg Loss: 0.0036 | Avg Accuracy: 99.64 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [22/50]: Avg Loss: 0.0040 | Avg Accuracy: 99.74 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [23/50]: Avg Loss: 0.0038 | Avg Accuracy: 99.67 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [24/50]: Avg Loss: 0.0037 | Avg Accuracy: 99.62 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [25/50]: Avg Loss: 0.0027 | Avg Accuracy: 99.72 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [26/50]: Avg Loss: 0.0038 | Avg Accuracy: 99.68 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [27/50]: Avg Loss: 0.0028 | Avg Accuracy: 99.66 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [28/50]: Avg Loss: 0.0029 | Avg Accuracy: 99.68 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [29/50]: Avg Loss: 0.0031 | Avg Accuracy: 99.64 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [30/50]: Avg Loss: 0.0032 | Avg Accuracy: 99.68 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [31/50]: Avg Loss: 0.0025 | Avg Accuracy: 99.67 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [32/50]: Avg Loss: 0.0026 | Avg Accuracy: 99.70 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
Epoch [33/50]: Avg Loss: 0.0035 | Avg Accuracy: 99.64 | Avg Perplexity: 0.000 |Model Sparsity: 0.97
