Model : resnet101 - Learning Type: fmnist/bacp_pruning/movement_pruning/0.97
Configuration:
model_name: resnet101
model_task: fmnist
model_type: cv
num_classes: 10
batch_size: 512
learning_rate: 0.1
optimizer_type: sgd
epochs: 5
recovery_epochs: 10
patience: 20
pruning_type: movement_pruning
target_sparsity: 0.97
sparsity_scheduler: cubic
pruning_epochs: 5
n_views: 2
temperature: 0.07
base_temperature: 0.07
device: cuda
enable_mixed_precision: True
num_workers: 24
train_batches: 99
val_batches: 17
current_model_path: /dbfs/research/resnet101/fmnist/resnet101_fmnist_movement_pruning_0.97_bacp_pruning.pt

Epoch [1/5]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: 0.0000 | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 0.5523
Epoch [2/5]: Avg Total Loss: nan | Avg PrC Loss: nan | Avg SnC Loss: nan | Avg FiC Loss: nan | Avg CE Loss: nan | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6966 | Avg SnC Loss: nan | Avg FiC Loss: 6.1171 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6957 | Avg SnC Loss: nan | Avg FiC Loss: 6.1163 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6966 | Avg SnC Loss: nan | Avg FiC Loss: 6.1163 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6957 | Avg SnC Loss: nan | Avg FiC Loss: 6.1171 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6960 | Avg SnC Loss: nan | Avg FiC Loss: 6.1167 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6964 | Avg SnC Loss: nan | Avg FiC Loss: 6.1164 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6967 | Avg SnC Loss: nan | Avg FiC Loss: 6.1158 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6961 | Avg SnC Loss: nan | Avg FiC Loss: 6.1167 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6961 | Avg SnC Loss: nan | Avg FiC Loss: 6.1164 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6967 | Avg SnC Loss: nan | Avg FiC Loss: 6.1170 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Epoch [3/5]: Avg Total Loss: nan | Avg PrC Loss: 4.6965 | Avg SnC Loss: nan | Avg FiC Loss: 6.1171 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6956 | Avg SnC Loss: nan | Avg FiC Loss: 6.1165 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6965 | Avg SnC Loss: nan | Avg FiC Loss: 6.1167 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6952 | Avg SnC Loss: nan | Avg FiC Loss: 6.1165 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6957 | Avg SnC Loss: nan | Avg FiC Loss: 6.1171 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6968 | Avg SnC Loss: nan | Avg FiC Loss: 6.1177 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6963 | Avg SnC Loss: nan | Avg FiC Loss: 6.1161 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6968 | Avg SnC Loss: nan | Avg FiC Loss: 6.1155 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6958 | Avg SnC Loss: nan | Avg FiC Loss: 6.1156 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6959 | Avg SnC Loss: nan | Avg FiC Loss: 6.1161 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6961 | Avg SnC Loss: nan | Avg FiC Loss: 6.1162 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Epoch [4/5]: Avg Total Loss: nan | Avg PrC Loss: 4.6955 | Avg SnC Loss: nan | Avg FiC Loss: 6.1165 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [1/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6966 | Avg SnC Loss: nan | Avg FiC Loss: 6.1174 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [2/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6965 | Avg SnC Loss: nan | Avg FiC Loss: 6.1181 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [3/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6963 | Avg SnC Loss: nan | Avg FiC Loss: 6.1167 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [4/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6965 | Avg SnC Loss: nan | Avg FiC Loss: 6.1163 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [5/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6964 | Avg SnC Loss: nan | Avg FiC Loss: 6.1169 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [6/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6959 | Avg SnC Loss: nan | Avg FiC Loss: 6.1161 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [7/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6968 | Avg SnC Loss: nan | Avg FiC Loss: 6.1161 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [8/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6965 | Avg SnC Loss: nan | Avg FiC Loss: 6.1163 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [9/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6956 | Avg SnC Loss: nan | Avg FiC Loss: 6.1162 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Retraining Epoch [10/10]: Avg Total Loss: nan | Avg PrC Loss: 4.6961 | Avg SnC Loss: nan | Avg FiC Loss: 6.1172 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
Epoch [5/5]: Avg Total Loss: nan | Avg PrC Loss: 4.6963 | Avg SnC Loss: nan | Avg FiC Loss: 6.1175 | Avg CE Loss: 0.5757 | Model Sparsity: 1.0
